,Residual_Hydro_Water_Reservoir_FR,Residual_Hydro_Run-of-river_and_poundage_FR,Residual_Other_FR,Biomass_FR,Fossil_Brown_coal/Lignite_FR,Fossil_Coal-derived_gas_FR,Fossil_Gas_FR,Fossil_Hard_coal_FR,Fossil_Oil_FR,Fossil_Oil_shale_FR,Fossil_Peat_FR,Geothermal_FR,Hydro_Pumped_Storage_FR,Hydro_Run-of-river_and_poundage_FR,Hydro_Water_Reservoir_FR,Marine_FR,Nuclear_FR,Other_fossil_FR,Other_renewable_FR,Solar_FR,Waste_FR,Wind_Offshore_FR,Wind_Onshore_FR
2018-01-01 00:00:00,0.0,0.0,0.0,0.0052581523,0.0,0.0,0.04156273,0.00019740502,0.0038404248,0.0,0.0,0.0,0.0033379393,0.10383503,0.038763165,0.0,0.6243921,0.0,0.0,0.0,0.004612099,0.0,0.17420095
2018-01-01 01:00:00,0.0,0.0,0.0,0.005408299,0.0,0.0,0.042195804,0.00020304194,0.003968547,0.0,0.0,0.0,0.0034332545,0.10323759,0.028998079,0.0,0.6324387,0.0,0.0,0.0,0.0047253394,0.0,0.17539132
2018-01-01 02:00:00,0.0,0.0,0.0,0.005501291,0.0,0.0,0.042850193,0.00020583061,0.004004341,0.0,0.0,0.0,0.0034804086,0.10304629,0.024680963,0.0,0.6377194,0.0,0.0,0.0,0.0047153924,0.0,0.1737959
2018-01-01 03:00:00,0.0,0.0,0.0,0.0056190514,0.0,0.0,0.04378655,0.0001911242,0.0041091703,0.0,0.0,0.0,0.0035549102,0.10055044,0.013474256,0.0,0.65179086,0.0,0.0,0.0,0.0048163296,0.0,0.17210734
2018-01-01 04:00:00,0.0,0.0,0.0,0.0056512374,0.0,0.0,0.043652926,0.00019221895,0.0041711517,0.0,0.0,0.0,0.0035752726,0.10058818,0.009264953,0.0,0.6541596,0.0,0.0,0.0,0.004786252,0.0,0.17395817
2018-01-01 05:00:00,0.0,0.0,0.0,0.005580124,0.0,0.0,0.04317953,0.00020878014,0.004118663,0.0,0.0,0.0,0.0035302825,0.10144818,0.01423501,0.0,0.6536147,0.0,0.0,0.0,0.004688063,0.0,0.16939661
2018-01-01 06:00:00,0.0,0.0,0.0,0.0054166256,0.0,0.0,0.044088386,0.00020266288,0.003979562,0.0,0.0,0.0,0.024620468,0.10063133,0.016913136,0.0,0.6333399,0.0,0.0,0.0,0.004605974,0.0,0.16620198
2018-01-01 07:00:00,0.0,0.0,0.0,0.0053287745,0.0,0.0,0.043753948,0.00018125083,0.0038968928,0.0,0.0,0.0,0.022115622,0.09976046,0.024867613,0.0,0.6338885,0.0,0.0,0.0017943833,0.0045493958,0.0,0.15986323
2018-01-01 08:00:00,0.0,0.0,0.0,0.0052138753,0.0,0.0,0.042775057,0.00019507697,0.0037951337,0.0,0.0,0.0,0.028694049,0.10222033,0.02222104,0.0,0.629407,0.0,0.0,0.008689792,0.0044513014,0.0,0.15233737
2018-01-01 09:00:00,0.0,0.0,0.0,0.0051673963,0.0,0.0,0.04246789,0.00019399782,0.0037741396,0.0,0.0,0.0,0.027753446,0.1008436,0.0133329425,0.0,0.63313836,0.0,0.0,0.019840686,0.0044090413,0.0,0.14907852
