,Residual_Hydro_Water_Reservoir_DE,Residual_Hydro_Run-of-river_and_poundage_DE,Residual_Other_DE,Biomass_DE,Fossil_Brown_coal/Lignite_DE,Fossil_Coal-derived_gas_DE,Fossil_Gas_DE,Fossil_Hard_coal_DE,Fossil_Oil_DE,Fossil_Oil_shale_DE,Fossil_Peat_DE,Geothermal_DE,Hydro_Pumped_Storage_DE,Hydro_Run-of-river_and_poundage_DE,Hydro_Water_Reservoir_DE,Marine_DE,Nuclear_DE,Other_fossil_DE,Other_renewable_DE,Solar_DE,Waste_DE,Wind_Offshore_DE,Wind_Onshore_DE
2016-01-01 00:00:00,0.0,0.0,0.0,0.0006427142801631468,0.0408814819755415,0.0003388416969945396,0.0001476659413597408,0.0034443893895537993,2.1574953866055238e-05,0.0,0.0,4.533375776400433e-06,0.00040525588885267975,3.7283166708744955e-05,4.2189136743479194e-06,0.0,0.0006347495120691553,0.0006712212650280721,6.069415284664962e-05,0.0,0.0,0.0005587597038353287,0.0019242213868418557
2016-01-01 01:00:00,0.0,0.0,0.0,0.000647086475515912,0.0414569919646902,0.000412231344046712,0.00014904487032680325,0.0032712517484314836,2.178644661873243e-05,0.0,0.0,4.57007273908204e-06,0.0001296718121782616,3.754119399098274e-05,4.6176897487460805e-06,0.0,0.0006351336202626785,0.0006642817387585721,6.129373226041558e-05,0.0,0.0,0.0005502821606845193,0.0019460550596831002
2016-01-01 02:00:00,0.0,0.0,0.0,0.0006530565542062129,0.042046938504690996,0.00044910224927423856,0.00014949330293117884,0.0031159686451690954,2.1951803352772153e-05,0.0,0.0,4.6111420638853e-06,9.485993968471404e-05,3.730718907849285e-05,4.991061280860497e-06,0.0,0.0006446811516810707,0.0006622085237238086,6.177288891046565e-05,0.0,0.0,0.0004995742733843178,0.002003278424031017
2016-01-01 03:00:00,0.0,0.0,0.0,0.000646958612584973,0.041646502291634385,0.0004565389436156326,0.00014962030000754064,0.0030802990061027163,2.1775914281415547e-05,0.0,0.0,4.577712443348651e-06,7.994727357367e-05,3.6786299489394144e-05,3.528418544135022e-06,0.0,0.0006350917579296297,0.0006441402178514208,6.126871145213272e-05,0.0,0.0,0.0004785985102462124,0.0019935616528811177
2016-01-01 04:00:00,0.0,0.0,0.0,0.0006591711440742105,0.042572109804020056,0.000473538509169182,0.00015308839301150898,0.003166538528451781,2.220919661082412e-05,0.0,0.0,4.69103963898404e-06,8.545058858278681e-05,3.7234729740807206e-05,4.0107844989216075e-06,0.0,0.0006391286322699473,0.0006472812588936277,6.250096615163621e-05,0.0,0.0,0.00039717749436156,0.0018435982160011164
2016-01-01 05:00:00,0.0,0.0,0.0,0.0006708012947952046,0.04265219907300229,0.0004714363740931898,0.00015424749872929098,0.0033493954108818895,2.2564557464743268e-05,0.0,0.0,4.760529239993259e-06,7.054270400990535e-05,3.7617972911540566e-05,4.724575040529867e-06,0.0,0.0006463093061402508,0.0006424133873645109,6.346118691888827e-05,0.0,0.0,0.000339270614507426,0.0017021636649498357
2016-01-01 06:00:00,0.0,0.0,0.0,0.0006838616455806638,0.04391802490017571,0.0004791174959590631,0.0001575040225500353,0.0035086134666307248,2.3059001523263094e-05,0.0,0.0,4.853605879166582e-06,0.000704356375391958,3.846298727377083e-05,4.124136951788121e-06,0.0,0.0006494070646749431,0.0006662751685735818,6.454386870549256e-05,0.0,0.0,0.0002455253536457901,0.001523092568803148
2016-01-01 07:00:00,0.0,0.0,0.0,0.0006966313414187914,0.04436915198791512,0.00048370997247701615,0.0001608363040438417,0.003749277931198867,2.3257930053274383e-05,0.0,0.0,4.931059475923845e-06,0.00041859979042084365,3.950672156035954e-05,3.7888207556936663e-06,0.0,0.0006576912457496144,0.0006827712269082024,6.51520817229067e-05,4.5147455350688416e-05,0.0,0.00017002273532748462,0.00131438401006995
2016-01-01 08:00:00,0.0,0.0,0.0,0.0006822088048365294,0.04284457896205878,0.0004698307545828877,0.00015846314325080967,0.0036953556915359535,2.2674847471418345e-05,0.0,0.0,4.773278558762796e-06,0.0003242546519943875,4.080548800845058e-05,3.7735172777053233e-06,0.0,0.0006431398578204803,0.0006982914411217266,6.379602705783497e-05,0.00031551279060762006,0.0,0.00011319362887835895,0.0010600809443815054
2016-01-01 09:00:00,0.0,0.0,0.0,0.0006691230426212146,0.04174477959945867,0.0004594574137557066,0.00015969625287490428,0.004099088245053327,2.223853173901346e-05,0.0,0.0,4.58515702576845e-06,0.00022760627051152555,3.9696017119225526e-05,3.57999058850179e-06,0.0,0.0006255547295329881,0.0006995969633883618,6.259482404019558e-05,0.0008068927523959181,0.0,7.676864216973916e-05,0.0007681267672718691
2016-01-01 10:00:00,0.0,0.0,0.0,0.0006482615156138961,0.04122639865894583,0.0004376849612220182,0.00015397791857171085,0.004515475674348609,2.1418097725335833e-05,0.0,0.0,4.4033834461322485e-06,0.000449164825552283,3.80531992529833e-05,3.6282167330480465e-06,0.0,0.0006029283212880093,0.0006818666391314837,6.057024362343538e-05,0.0011525409428966502,0.0,4.182068350103565e-05,0.0004984889497131841
2016-01-01 11:00:00,0.0,0.0,0.0,0.0006461362507644264,0.04136359232682646,0.00043981363374171405,0.00015213834333578738,0.004688996243686693,2.12924163113455e-05,0.0,0.0,4.432297774698597e-06,0.0005763925689507296,3.783766690347031e-05,2.9110925340477983e-06,0.0,0.0006133493506670198,0.000675930447226369,6.024793894770912e-05,0.001248187161819695,0.0,3.139692379052835e-05,0.0003357446780027669
