,Residual_Hydro_Water_Reservoir_AT,Residual_Hydro_Run-of-river_and_poundage_AT,Residual_Other_AT,Biomass_AT,Fossil_Brown_coal/Lignite_AT,Fossil_Coal-derived_gas_AT,Fossil_Gas_AT,Fossil_Hard_coal_AT,Fossil_Oil_AT,Fossil_Oil_shale_AT,Fossil_Peat_AT,Geothermal_AT,Hydro_Pumped_Storage_AT,Hydro_Run-of-river_and_poundage_AT,Hydro_Water_Reservoir_AT,Marine_AT,Nuclear_AT,Other_fossil_AT,Other_renewable_AT,Solar_AT,Waste_AT,Wind_Offshore_AT,Wind_Onshore_AT
2017-01-01 00:00:00,0.0,0.0,0.0,0.0003345496973166669,0.0,0.0,0.0010881034826787836,0.0010485335482508448,0.0,0.0,0.0,1.5859783280027848e-07,0.0,0.000474702909781721,0.00017264287813891266,0.0,0.0,0.00035925345221806375,0.0,0.0,0.0,0.0,0.00019006374444116597
2017-01-01 01:00:00,0.0,0.0,0.0,0.0003425425914962177,0.0,0.0,0.0010128513420390622,0.0010769458420414365,0.0,0.0,0.0,1.6238697296344785e-07,0.0,0.0004835193172648504,9.659395861548802e-05,0.0,0.0,0.00036783655616419984,0.0,0.0,0.0,0.0,0.00016288158390192903
2017-01-01 02:00:00,0.0,0.0,0.0,0.0003212189158464402,0.0,0.0,0.0009283807805025697,0.0010067527918277662,0.0,0.0,0.0,1.5227819458906575e-07,0.0,0.00043975231699146434,6.361151783642021e-05,0.0,0.0,0.0003449383017266545,0.0,0.0,0.0,0.0,0.00015552926431067158
2017-01-01 03:00:00,0.0,0.0,0.0,0.0003277079918313543,0.0,0.0,0.0009390809164867312,0.0010270905226371892,0.0,0.0,0.0,1.553544292900333e-07,0.0,0.0004503483159837276,5.2200074997710626e-05,0.0,0.0,0.0003519065428220249,0.0,0.0,0.0,0.0,0.0001491944779453559
2017-01-01 04:00:00,0.0,0.0,0.0,0.00032887852627050537,0.0,0.0,0.0009224028327131002,0.0010326954930412584,0.0,0.0,0.0,1.5590933705637248e-07,0.0,0.0004350177448483105,6.411024961911372e-05,0.0,0.0,0.0003531635116418386,0.0,0.0,0.0,0.0,0.00016763086683906667
2017-01-01 05:00:00,0.0,0.0,0.0,0.00032109459803658104,0.0,0.0,0.0008889049947196657,0.0010051027655410382,0.0,0.0,0.0,1.5221926004098436e-07,0.0,0.00042612983775847866,8.162979215294327e-05,0.0,0.0,0.0003448048040648054,0.0,0.0,0.0,0.0,0.00015441497910962624
2017-01-01 06:00:00,0.0,0.0,0.0,0.0003074240241565796,0.0,0.0,0.000885685756997185,0.0009653272525855958,0.0,0.0,0.0,1.4573853861784674e-07,0.0,0.0004498101713728021,5.07571082709306e-05,0.0,0.0,0.0003301247702773471,0.0,1.6409700925147172e-05,0.0,0.0,0.0001310748041993155
2017-01-01 07:00:00,0.0,0.0,0.0,0.0003098180659562861,0.0,0.0,0.0008941059546456298,0.0009722366019803582,0.0,0.0,0.0,1.4687346668417624e-07,0.0,0.0004627082734730569,3.731798125337291e-05,0.0,0.0,0.00033269559245473147,0.0,3.686086096918697e-05,0.0,0.0,0.00011159584776832073
2017-01-01 08:00:00,0.0,0.0,0.0,0.00029181958016097316,0.0,0.0,0.0008859687078936884,0.000918243915512313,0.0,0.0,0.0,1.388037188348483e-07,0.0,0.0004376679320285625,3.864603859844837e-05,0.0,0.0,0.00031441611963840897,0.0,0.00011247590810457099,0.0,0.0,0.00011660732317528806
2017-01-01 09:00:00,0.0,0.0,0.0,0.0002880770941559583,0.0,0.0,0.0009415716969012037,0.000906272995934011,0.0,0.0,0.0,1.3656686339575596e-07,0.0,0.0004321200713183842,3.6239644259239493e-05,0.0,0.0,0.00030934922796392654,0.0,0.00022402696658074415,0.0,0.0,0.00011318369551955803
2017-01-01 10:00:00,0.0,0.0,0.0,0.0002876609727838646,0.0,0.0,0.0009874281079926763,0.000880688498119169,0.0,0.0,0.0,1.3636959540141832e-07,0.0,0.0004325963572402963,2.6931336102601568e-05,0.0,0.0,0.0003089023794368904,0.0,0.0003170773481061095,0.0,0.0,9.478853729500807e-05
2017-01-01 11:00:00,0.0,0.0,0.0,0.0002981814619517229,0.0,0.0,0.0010232222868535603,0.0009052900063920247,0.0,0.0,0.0,1.4135697633586225e-07,0.0,0.000447276778398223,3.211211717826613e-05,0.0,0.0,0.0003201997205580762,0.0,0.00036465315295878257,0.0,0.0,8.331154789769155e-05
2017-01-01 12:00:00,0.0,0.0,0.0,0.0002969321450496575,0.0,0.0,0.001050031178158219,0.0009038280427036985,0.0,0.0,0.0,1.407647206717933e-07,0.0,0.0004493924647602553,5.228389298942027e-05,0.0,0.0,0.000318858151835757,0.0,0.0003260010943600301,0.0,0.0,9.445879892444606e-05
2017-01-01 13:00:00,0.0,0.0,0.0,0.00028723713679155045,0.0,0.0,0.0011424545390084913,0.0008748811888263831,0.0,0.0,0.0,1.361686701864714e-07,0.0,0.00043844494612061205,0.00013637141039014224,0.0,0.0,0.0003084472466281196,0.0,0.0002226296782970087,0.0,0.0,8.085075523425598e-05
2017-01-01 14:00:00,0.0,0.0,0.0,0.0002783942078570134,0.0,0.0,0.001279414373417746,0.0008463078656658164,0.0,0.0,0.0,1.3197655948999406e-07,0.0037101921348238562,0.00041725791960540076,8.145579039282182e-05,0.0,0.0,0.0002989513398228464,0.0,0.0001037980235789808,0.0,0.0,9.827930067262617e-05
