,Residual_Hydro_Water_Reservoir_AT,Residual_Hydro_Run-of-river_and_poundage_AT,Residual_Other_AT,Biomass_AT,Fossil_Brown_coal/Lignite_AT,Fossil_Coal-derived_gas_AT,Fossil_Gas_AT,Fossil_Hard_coal_AT,Fossil_Oil_AT,Fossil_Oil_shale_AT,Fossil_Peat_AT,Geothermal_AT,Hydro_Pumped_Storage_AT,Hydro_Run-of-river_and_poundage_AT,Hydro_Water_Reservoir_AT,Marine_AT,Nuclear_AT,Other_fossil_AT,Other_renewable_AT,Solar_AT,Waste_AT,Wind_Offshore_AT,Wind_Onshore_AT
2017-01-01 00:00:00,0.0,0.0,0.0,0.01489349793584881,0.0,0.0,0.0005589465940819094,0.00025158121769624787,0.0,0.0,0.0,1.6564662415349466e-08,0.0,4.491812610639526e-05,8.669072876618593e-06,0.0,0.0,6.535237386464133e-05,0.0,0.0,0.0,0.0,1.9762255037165562e-05
2017-01-01 01:00:00,0.0,0.0,0.0,0.015249325945616577,0.0,0.0,0.0005202904107523665,0.0002583983571967482,0.0,0.0,0.0,1.6960417051709368e-08,0.0,4.5752366838803385e-05,4.850359746696123e-06,0.0,0.0,6.691374012164945e-05,0.0,0.0,0.0,0.0,1.693593594818296e-05
2017-01-01 02:00:00,0.0,0.0,0.0,0.014300037628150061,0.0,0.0,0.00047689882766987135,0.0002415564992742925,0.0,0.0,0.0,1.59046113181336e-08,0.0,4.161097314378144e-05,3.1941826379454695e-06,0.0,0.0,6.274828179240892e-05,0.0,0.0,0.0,0.0,1.6171463926944026e-05
2017-01-01 03:00:00,0.0,0.0,0.0,0.014588918594302619,0.0,0.0,0.0004823953678976779,0.00024643625833469516,0.0,0.0,0.0,1.622590694009888e-08,0.0,4.261360533572771e-05,2.6211695448913676e-06,0.0,0.0,6.401588574842375e-05,0.0,0.0,0.0,0.0,1.5512791942313736e-05
2017-01-01 04:00:00,0.0,0.0,0.0,0.014641028497235321,0.0,0.0,0.0004738280227237301,0.0002477810939689573,0.0,0.0,0.0,1.6283863973046735e-08,0.0,4.1162970605343666e-05,3.21922590770941e-06,0.0,0.0,6.424454297006347e-05,0.0,0.0,0.0,0.0,1.7429752067208364e-05
2017-01-01 05:00:00,0.0,0.0,0.0,0.014294503242498612,0.0,0.0,0.000456620557851508,0.00024116059813871288,0.0,0.0,0.0,1.589845593204583e-08,0.0,4.032196431855565e-05,4.098950531325697e-06,0.0,0.0,6.272399701782053e-05,0.0,0.0,0.0,0.0,1.605560391170575e-05
2017-01-01 06:00:00,0.0,0.0,0.0,0.013685916041563407,0.0,0.0,0.0004549668714244682,0.00023161701033409156,0.0,0.0,0.0,1.522158058837462e-08,0.0,4.256268412374663e-05,2.5487125524695507e-06,0.0,0.0,6.005352843776856e-05,0.0,3.6122838743603196e-06,0.0,0.0,1.3628762903464988e-05
2017-01-01 07:00:00,0.0,0.0,0.0,0.01379249409824153,0.0,0.0,0.0004592922328188716,0.00023327481378456098,0.0,0.0,0.0,1.5340117518876867e-08,0.0,4.378314973441417e-05,1.873881521098544e-06,0.0,0.0,6.0521190838891306e-05,0.0,8.114218186023255e-06,0.0,0.0,1.1603399749755706e-05
2017-01-01 08:00:00,0.0,0.0,0.0,0.012991236726942322,0.0,0.0,0.00045511222013661795,0.00022032001054437614,0.0,0.0,0.0,1.449727719413269e-08,0.0,4.1413741012508114e-05,1.9405684648804014e-06,0.0,0.0,5.719594251026636e-05,0.0,2.4759434127013568e-05,0.0,0.0,1.21244778511904e-05
2017-01-01 09:00:00,0.0,0.0,0.0,0.012824628572645077,0.0,0.0,0.0004836748539497286,0.0002174477528760573,0.0,0.0,0.0,1.4263650072208752e-08,0.0,4.088878213430134e-05,1.8197340109986794e-06,0.0,0.0,5.627421608843809e-05,0.0,4.931528018047791e-05,0.0,0.0,1.176849937100333e-05
2017-01-01 10:00:00,0.0,0.0,0.0,0.012806103663353429,0.0,0.0,0.0005072307796538697,0.0002113091041650624,0.0,0.0,0.0,1.4243046526284695e-08,0.0,4.093385005080723e-05,1.352327520572884e-06,0.0,0.0,5.619292915349165e-05,0.0,6.979855371607638e-05,0.0,0.0,9.855826286762898e-06
2017-01-01 11:00:00,0.0,0.0,0.0,0.013274455256442172,0.0,0.0,0.0005256178491566662,0.00021721189804206736,0.0,0.0,0.0,1.4763950753392576e-08,0.0,4.232296521163479e-05,1.6124747631750653e-06,0.0,0.0,5.8248046664735426e-05,0.0,8.027146321411971e-05,0.0,0.0,8.662483536437238e-06
