,Residual_Hydro_Water_Reservoir_IT,Residual_Hydro_Run-of-river_and_poundage_IT,Residual_Other_IT,Biomass_IT,Fossil_Brown_coal/Lignite_IT,Fossil_Coal-derived_gas_IT,Fossil_Gas_IT,Fossil_Hard_coal_IT,Fossil_Oil_IT,Fossil_Oil_shale_IT,Fossil_Peat_IT,Geothermal_IT,Hydro_Pumped_Storage_IT,Hydro_Run-of-river_and_poundage_IT,Hydro_Water_Reservoir_IT,Marine_IT,Nuclear_IT,Other_fossil_IT,Other_renewable_IT,Solar_IT,Waste_IT,Wind_Offshore_IT,Wind_Onshore_IT
2022-01-01 00:00:00,0.0,0.0,0.0,0.006039711360882623,0.0,0.026651810657563665,0.16721003316590147,0.07626573991624343,0.008791136026509166,0.0,0.0,0.002091444056199266,2.7818030784910615e-05,0.00042069176236037237,7.249806304914045e-05,0.0,0.0,0.12546563431288374,0.0,0.0,0.0,0.0,0.0019039289857802593
2022-01-01 01:00:00,0.0,0.0,0.0,0.006499336800355734,0.0,0.029252880185517277,0.1590424411225582,0.07618453105844804,0.012440826931480914,0.0,0.0,0.002234324213006409,0.0,0.0004139345999478313,6.390897573036455e-05,0.0,0.0,0.13627863012874428,0.0,0.0,0.0,0.0,0.0021472115510098263
2022-01-01 02:00:00,0.0,0.0,0.0,0.006581907793029933,0.0,0.03093728187195751,0.1539392682870683,0.07400611077466536,0.01389764149096703,0.0,0.0,0.0023030094921836527,0.0,0.0004010434766188432,5.113193304352988e-05,0.0,0.0,0.13512100809793853,0.0,0.0,0.0,0.0,0.0023130149318331397
2022-01-01 03:00:00,0.0,0.0,0.0,0.006630458459289618,0.0,0.032297842410408784,0.14197457355864013,0.07573019773937092,0.009220350718274966,0.0,0.0,0.0024028828823382097,0.0,0.0004151026118196988,5.3626608059832145e-05,0.0,0.0,0.13777302152962653,0.0,0.0,0.0,0.0,0.0025236791476188503
2022-01-01 04:00:00,0.0,0.0,0.0,0.006585444279405384,0.0,0.03254183408835398,0.1423790868381032,0.07673786854638891,0.008365525019518394,0.0,0.0,0.0024123108330852726,0.0,0.00041130158444875023,5.4518498640390496e-05,0.0,0.0,0.14615449406020956,0.0,0.0,0.0,0.0,0.0023014074528593183
2022-01-01 05:00:00,0.0,0.0,0.0,0.006346929672676827,0.0,0.03149282434265886,0.14519174285593373,0.0751078523202429,0.008125135991162928,0.0,0.0,0.0023466071747065575,0.0,0.00042409314123259144,5.262092344632682e-05,0.0,0.0,0.13748683135354342,0.0,0.0,0.0,0.0,0.0018913065598644347
2022-01-01 06:00:00,0.0,0.0,0.0,0.006226425092788112,0.0,0.03099113855353585,0.13990460282679437,0.07379818467621485,0.008516131519218697,0.0,0.0,0.0023056672141809646,0.0,0.00047399134368890085,6.70894887135937e-05,0.0,0.0,0.12950107124399687,0.0,0.00016602259652416838,0.0,0.0,0.0018335668616799056
2022-01-01 07:00:00,0.0,0.0,0.0,0.0061448946095560494,0.0,0.030600619255780385,0.1221524686095008,0.07210455281991231,0.0013498722966794998,0.0,0.0,0.002268409491899375,0.0,0.0005284528979937066,7.657905354382974e-05,0.0,0.0,0.1307509437248987,0.0,0.003418740110696858,0.0,0.0,0.0017697304888855375
2022-01-01 08:00:00,0.0,0.0,0.0,0.005836598316557085,0.0,0.028841427548289333,0.11012794580781857,0.06565030776861754,0.0012722698099245332,0.0,0.0,0.0021347020543020503,0.0,0.00044192932399655997,6.0700838224525684e-05,0.0,0.0,0.11628493497922657,0.0,0.008796608662420421,0.0,0.0,0.001751437831354411
2022-01-01 09:00:00,0.0,0.0,0.0,0.0055331559354694715,0.0,0.02742649265634948,0.11403292723737682,0.057788515251425726,0.001209853379842844,0.0,0.0,0.0020299754621293685,0.002346659992048209,0.00039202869810873233,5.2840871793413605e-05,0.0,0.0,0.11049198742486421,0.0,0.012995284613164744,0.0,0.0,0.0014860675757833604
2022-01-01 10:00:00,0.0,0.0,0.0,0.005280081579085468,0.0,0.026138423374037354,0.13218412355869866,0.05412091558124777,0.0015081538515821218,0.0,0.0,0.0019371288589348893,0.0013191620454398839,0.000377842952953685,5.354704747577476e-05,0.0,0.0,0.10620309432134763,0.0,0.014338392491036843,0.0,0.0,0.001445468271209809
2022-01-01 11:00:00,0.0,0.0,0.0,0.005314351090493918,0.0,0.025830465651232162,0.12772608825143278,0.05503147370983487,0.0030592114838225667,0.0,0.0,0.0019172556147362754,0.0015292464677442276,0.0003708816912305207,6.641518891396588e-05,0.0,0.0,0.11166145819757461,0.0,0.01510726294441163,0.0,0.0,0.0016539362828876132
2022-01-01 12:00:00,0.0,0.0,0.0,0.005494698137835928,0.0,0.02691060437587277,0.12644400412193788,0.05400906081127737,0.0035957441827317426,0.0,0.0,0.0019513339611904816,0.00041788698934494236,0.0003735047384654871,5.653528408506763e-05,0.0,0.0,0.11546775776482408,0.0,0.015058750544091408,0.0,0.0,0.002027797601638382
2022-01-01 13:00:00,0.0,0.0,0.0,0.005432824902964568,0.0,0.027213843186885668,0.11770120123158745,0.05751553313985869,0.003733367114544294,0.0,0.0,0.0019592271666768572,0.0,0.0003519521185857654,5.196303816262683e-05,0.0,0.0,0.11593482837252918,0.0,0.011865387062867931,0.0,0.0,0.002270991406190728
2022-01-01 14:00:00,0.0,0.0,0.0,0.005413710792976522,0.0,0.029110255586259206,0.132347659030036,0.05762379677971703,0.004238571368021917,0.0,0.0,0.0019432433140500192,0.0,0.00039992468468810956,6.20005927442718e-05,0.0,0.0,0.11637544564420056,0.0,0.00533148970067256,0.0,0.0,0.0021811393257628875
