,Residual_Hydro_Water_Reservoir_IT,Residual_Hydro_Run-of-river_and_poundage_IT,Residual_Other_IT,Biomass_IT,Fossil_Brown_coal/Lignite_IT,Fossil_Coal-derived_gas_IT,Fossil_Gas_IT,Fossil_Hard_coal_IT,Fossil_Oil_IT,Fossil_Oil_shale_IT,Fossil_Peat_IT,Geothermal_IT,Hydro_Pumped_Storage_IT,Hydro_Run-of-river_and_poundage_IT,Hydro_Water_Reservoir_IT,Marine_IT,Nuclear_IT,Other_fossil_IT,Other_renewable_IT,Solar_IT,Waste_IT,Wind_Offshore_IT,Wind_Onshore_IT
2022-01-01 00:00:00,0.0,0.0,0.0,1.115133712504893e-05,0.0,8.397835267661717e-05,4.2284100705909876e-05,0.00013340393998038808,2.3371241895105905e-05,0.0,0.0,4.1020894570530466e-06,2.981197969068801e-08,8.640124638704756e-07,1.0462788462429337e-07,0.0,0.0,0.00019516876827863257,0.0,0.0,0.0,0.0,4.649464377956919e-06
2022-01-01 01:00:00,0.0,0.0,0.0,1.1999960166873303e-05,0.0,9.217417610345441e-05,4.021867868579187e-05,0.00013326188954459464,3.3073947976009675e-05,0.0,0.0,4.382329888597646e-06,0.0,8.501346724155732e-07,9.223227018687399e-08,0.0,0.0,0.00021198898431899258,0.0,0.0,0.0,0.0,5.2435693205576515e-06
2022-01-01 02:00:00,0.0,0.0,0.0,1.215241397154078e-05,0.0,9.748163084603952e-05,3.892818749928859e-05,0.00012945139942007795,3.694689060406067e-05,0.0,0.0,4.5170469319402915e-06,0.0,8.23659014401628e-07,7.379267481214406e-08,0.0,0.0,0.00021018823890275258,0.0,0.0,0.0,0.0,5.648467254587947e-06
2022-01-01 03:00:00,0.0,0.0,0.0,1.2242054819382285e-05,0.0,0.00010176868039040221,3.590255352725074e-05,0.00013246717025260565,2.4512309483634065e-05,0.0,0.0,4.712935308480314e-06,0.0,8.525335233214716e-07,7.739294437526138e-08,0.0,0.0,0.0002143135932099741,0.0,0.0,0.0,0.0,6.162916992115571e-06
2022-01-01 04:00:00,0.0,0.0,0.0,1.2158943514006371e-05,0.0,0.00010253748441065839,3.6004846911934926e-05,0.00013422978680896564,2.2239754705326776e-05,0.0,0.0,4.731426980416987e-06,0.0,8.447270119565091e-07,7.868010462252069e-08,0.0,0.0,0.00022735143962197049,0.0,0.0,0.0,0.0,5.62012136542415e-06
2022-01-01 05:00:00,0.0,0.0,0.0,1.1718565384994273e-05,0.0,9.923211384814496e-05,3.671611182862225e-05,0.00013137856439850127,2.160068028835908e-05,0.0,0.0,4.602557989861754e-06,0.0,8.709981812124413e-07,7.594155865149465e-08,0.0,0.0,0.00021386840848297315,0.0,0.0,0.0,0.0,4.618639951154585e-06
2022-01-01 06:00:00,0.0,0.0,0.0,1.1496073428813261e-05,0.0,9.765133021309902e-05,3.537909898791212e-05,0.00012908769534025768,2.2640142200737723e-05,0.0,0.0,4.522259700291726e-06,0.0,9.734786020438161e-07,9.682232861684624e-08,0.0,0.0,0.0002014461147378819,0.0,3.9105001192011e-07,0.0,0.0,4.477637491552378e-06
2022-01-01 07:00:00,0.0,0.0,0.0,1.1345540754292202e-05,0.0,9.642082592446727e-05,3.088993636545088e-05,0.00012612519654649806,3.588636540040672e-06,0.0,0.0,4.449183631480752e-06,0.0,1.0853311885006965e-06,1.1051749580386064e-07,0.0,0.0,0.00020339036085705945,0.0,8.05250844781932e-06,0.0,0.0,4.3217467290595964e-06
2022-01-01 08:00:00,0.0,0.0,0.0,1.0776322178732343e-05,0.0,9.087771204242648e-05,2.7849173060402228e-05,0.00011483543891237248,3.3823302692534757e-06,0.0,0.0,4.186934269145762e-06,0.0,9.076299520117456e-07,8.760234454882955e-08,0.0,0.0,0.0001808876801488104,0.0,2.071955260496899e-05,0.0,0.0,4.2770753887919955e-06
2022-01-01 09:00:00,0.0,0.0,0.0,1.0216065555965348e-05,0.0,8.641933197600294e-05,2.883666540697884e-05,0.00010108360095402411,3.216396141824512e-06,0.0,0.0,3.981526982084328e-06,2.5148645698472315e-06,8.051445539613604e-07,7.62589841014229e-08,0.0,0.0,0.0001718764282225009,0.0,3.06091237534857e-05,0.0,0.0,3.6290314966815547e-06
2022-01-01 10:00:00,0.0,0.0,0.0,9.748805235543282e-06,0.0,8.23606982924702e-05,3.3426742919983177e-05,9.466824004872326e-05,4.009428175616306e-06,0.0,0.0,3.7994207139494783e-06,1.4137173264152252e-06,7.760100148049892e-07,7.727812398890491e-08,0.0,0.0,0.00016520481659851934,0.0,3.3772683188453456e-05,0.0,0.0,3.5298865066139806e-06
2022-01-01 11:00:00,0.0,0.0,0.0,9.812078271619379e-06,0.0,8.139034087144887e-05,3.229939421779194e-05,9.626098722547773e-05,8.132916085146022e-06,0.0,0.0,3.7604419876178152e-06,1.6388602410770455e-06,7.617130462612454e-07,9.584919142296255e-08,0.0,0.0,0.0001736956050153951,0.0,3.55836824515174e-05,0.0,0.0,4.038973033201125e-06
2022-01-01 12:00:00,0.0,0.0,0.0,1.0145059535830657e-05,0.0,8.479379709147864e-05,3.197518057212378e-05,9.447258382043466e-05,9.559288678293075e-06,0.0,0.0,3.827282133443968e-06,4.4784041457427006e-07,7.671002340008297e-07,8.159069265677763e-08,0.0,0.0,0.0001796165155683758,0.0,3.546941623040855e-05,0.0,0.0,4.951956078687632e-06
2022-01-01 13:00:00,0.0,0.0,0.0,1.0030820748603738e-05,0.0,8.574928548750818e-05,2.9764299138348157e-05,0.00010060610097477782,9.925159348477893e-06,0.0,0.0,3.8427636065974295e-06,0.0,7.228356824425551e-07,7.499211058813982e-08,0.0,0.0,0.00018034306986114437,0.0,2.794776042245413e-05,0.0,0.0,5.545844264460782e-06
2022-01-01 14:00:00,0.0,0.0,0.0,9.995529677294858e-06,0.0,9.172477403277534e-05,3.3468097796889136e-05,0.00010079547560261966,1.1268245245324199e-05,0.0,0.0,3.811413404736044e-06,0.0,8.213612509103533e-07,8.947812660716846e-08,0.0,0.0,0.0001810284745192832,0.0,1.255780330297657e-05,0.0,0.0,5.326422190237063e-06
2022-01-01 15:00:00,0.0,0.0,0.0,9.48358484147312e-06,0.0,8.725751878941825e-05,4.103513497953522e-05,9.750672892434203e-05,1.1828631470132768e-05,0.0,0.0,3.6499990861565762e-06,3.2350084240598793e-06,9.796484768802299e-07,1.849480202248137e-07,0.0,0.0,0.00017413123040910125,0.0,1.1553340509944267e-06,0.0,0.0,4.952518525775221e-06
2022-01-01 16:00:00,0.0,0.0,0.0,8.915710490312352e-06,0.0,8.2930208603929e-05,4.399763775836858e-05,8.724198739428904e-05,1.504095143527342e-05,0.0,0.0,3.2623077464563073e-06,3.0065036133650486e-05,1.0338228244238866e-06,2.4389676779261646e-07,0.0,0.0,0.0001595151244515726,0.0,0.0,0.0,0.0,4.021586505390213e-06
2022-01-01 17:00:00,0.0,0.0,0.0,8.882025095826629e-06,0.0,7.860568642994226e-05,4.570308649241293e-05,8.540500108273914e-05,2.124050944415847e-05,0.0,0.0,3.21505547981974e-06,4.0944440235708144e-05,1.058117284400124e-06,1.667141271342782e-07,0.0,0.0,0.00015167288771958496,0.0,0.0,0.0,0.0,3.4990628045795313e-06
2022-01-01 18:00:00,0.0,0.0,0.0,8.759226644852019e-06,0.0,7.049538626808437e-05,4.614524381300974e-05,8.335462136391207e-05,2.5497999869417297e-05,0.0,0.0,3.148182771361427e-06,5.0811123220497416e-05,1.0314995675281708e-06,1.7950610758649761e-07,0.0,0.0,0.0001549707460982059,0.0,0.0,0.0,0.0,3.0098762522434563e-06
