,Residual_Hydro_Water_Reservoir_AT,Residual_Hydro_Run-of-river_and_poundage_AT,Residual_Other_AT,Biomass_AT,Fossil_Brown_coal/Lignite_AT,Fossil_Coal-derived_gas_AT,Fossil_Gas_AT,Fossil_Hard_coal_AT,Fossil_Oil_AT,Fossil_Oil_shale_AT,Fossil_Peat_AT,Geothermal_AT,Hydro_Pumped_Storage_AT,Hydro_Run-of-river_and_poundage_AT,Hydro_Water_Reservoir_AT,Marine_AT,Nuclear_AT,Other_fossil_AT,Other_renewable_AT,Solar_AT,Waste_AT,Wind_Offshore_AT,Wind_Onshore_AT
2016-01-01 00:00:00,0.0,0.0,0.0,0.0051217892506466205,0.0,0.0,0.07470064356131736,0.025823264403680032,0.0,0.0,0.0,8.160557313706521e-07,0.0,0.0008444420443366765,0.00018321360004003466,0.0,0.0,0.007202631556721746,0.0,0.0,0.0,0.0,0.000457326477930247
2016-01-01 01:00:00,0.0,0.0,0.0,0.004964183294213474,0.0,0.0,0.07172062680312143,0.02524244145701412,0.0,0.0,0.0,7.987497138161612e-07,0.0,0.0008296546073117792,0.00015802189081118873,0.0,0.0,0.007049886023092817,0.0,0.0,0.0,0.0,0.000322289520214504
2016-01-01 02:00:00,0.0,0.0,0.0,0.004905250390404133,0.0,0.0,0.06759093284760409,0.025225489803592918,0.0,0.0,0.0,7.997908232156435e-07,0.0,0.0008359437219417057,0.00018060775185289564,0.0,0.0,0.007059075012430734,0.0,0.0,0.0,0.0,0.0001637729714766068
2016-01-01 03:00:00,0.0,0.0,0.0,0.004976371415884929,0.0,0.0,0.06561264932068787,0.0255912331521071,0.0,0.0,0.0,8.113869577633318e-07,0.0,0.000855249193782463,0.0001522465728924483,0.0,0.0,0.007161424253320061,0.0,0.0,0.0,0.0,0.00011661242023135265
2016-01-01 04:00:00,0.0,0.0,0.0,0.004978090673989422,0.0,0.0,0.064216890068856,0.025566346347816203,0.0,0.0,0.0,8.116672792036812e-07,0.0,0.0008633665329741642,0.0001705538588833311,0.0,0.0,0.007163898412834748,0.0,0.0,0.0,0.0,0.00010109901891059817
2016-01-01 05:00:00,0.0,0.0,0.0,0.005090278232213248,0.0,0.0,0.06897182603360172,0.02621149280063114,0.0,0.0,0.0,8.299592260779763e-07,0.0,0.0008903173743132211,0.00020912505419566635,0.0,0.0,0.007325345908055923,0.0,0.0,0.0,0.0,9.781628510579852e-05
2016-01-01 06:00:00,0.0,0.0,0.0,0.005003452113361314,0.0,0.0,0.07341590852792844,0.02569659695700033,0.0,0.0,0.0,8.158024088828633e-07,0.0,0.0008970163891444693,0.00020267780209306572,0.0,0.0,0.007200395694053997,0.0,0.00012667055981432216,0.0,0.0,0.00010111100337738713
2016-01-01 07:00:00,0.0,0.0,0.0,0.004936021648981093,0.0,0.0,0.07206223684307592,0.025400452799465276,0.0,0.0,0.0,8.048080126086238e-07,0.0,0.0008617999106652859,0.00018437158426558393,0.0,0.0,0.0071033574863583835,0.0,0.0002204141590640213,0.0,0.0,9.5074270119184e-05
2016-01-01 08:00:00,0.0,0.0,0.0,0.0047245358383410175,0.0,0.0,0.08008310360186446,0.02431216029733884,0.0,0.0,0.0,7.703256932307707e-07,0.0,0.000875368711066933,0.00019339409697074475,0.0,0.0,0.006799011309801629,0.0,0.0005905587098138704,0.0,0.0,0.0001204173789829706
2016-01-01 09:00:00,0.0,0.0,0.0,0.005063640427259148,0.0,0.0,0.09074075951729475,0.026040018307070124,0.0,0.0,0.0,8.256159876584704e-07,0.0,0.0009262999817892461,0.00016171768590364632,0.0,0.0,0.0072870118275561065,0.0,0.0012047038847094248,0.0,0.0,0.00015089971497835942
2016-01-01 10:00:00,0.0,0.0,0.0,0.004979596275435048,0.0,0.0,0.09188865427055203,0.025574078775877786,0.0,0.0,0.0,8.119127643723869e-07,0.012519880535796654,0.0009567433105929332,0.0001843005821238131,0.0,0.0,0.0071660651021365415,0.0,0.0016637534859294109,0.0,0.0,0.0001380079270680357
