,Residual_Hydro_Water_Reservoir_DE,Residual_Hydro_Run-of-river_and_poundage_DE,Residual_Other_DE,Biomass_DE,Fossil_Brown_coal/Lignite_DE,Fossil_Coal-derived_gas_DE,Fossil_Gas_DE,Fossil_Hard_coal_DE,Fossil_Oil_DE,Fossil_Oil_shale_DE,Fossil_Peat_DE,Geothermal_DE,Hydro_Pumped_Storage_DE,Hydro_Run-of-river_and_poundage_DE,Hydro_Water_Reservoir_DE,Marine_DE,Nuclear_DE,Other_fossil_DE,Other_renewable_DE,Solar_DE,Waste_DE,Wind_Offshore_DE,Wind_Onshore_DE
2019-01-01 00:00:00,0.0,0.0,0.0,0.090380356,0.10110509,0.008562944,0.05576979,0.04518776,0.009042165,0.0,0.0,0.00035310868,0.0011783915,0.02780114,0.00134482,0.0,0.16042633,0.008190946,0.0020076681,0.0,0.014384138,0.053907737,0.42035764
2019-01-01 01:00:00,0.0,0.0,0.0,0.09067891,0.10160832,0.008935174,0.051753707,0.042394392,0.009205791,0.0,0.0,0.00035656034,0.0028657997,0.026894646,0.0018293634,0.0,0.15131828,0.0070690927,0.0020321608,0.0,0.014640853,0.046807043,0.44160986
2019-01-01 02:00:00,0.0,0.0,0.0,0.089260235,0.09902976,0.009427272,0.049852364,0.04428624,0.0091466475,0.0,0.0,0.00035009944,0.0007782701,0.026620336,0.0014542773,0.0,0.13569114,0.006912456,0.0020071177,0.0,0.014284651,0.05066883,0.46023035
2019-01-01 03:00:00,0.0,0.0,0.0,0.086817704,0.09455169,0.009496937,0.049405433,0.042148244,0.008962503,0.0,0.0,0.00033488258,6.458483e-05,0.025433049,0.0011639419,0.0,0.12999584,0.006680445,0.0019502336,0.0,0.013961506,0.0470623,0.48197076
2019-01-01 04:00:00,0.0,0.0,0.0,0.08513126,0.09092668,0.008851528,0.04871368,0.04139505,0.008795378,0.0,0.0,0.00031809622,3.774706e-05,0.024114685,0.0006808799,0.0,0.12646054,0.006550167,0.0019132341,0.0,0.013800693,0.04257971,0.49973068
2019-01-01 05:00:00,0.0,0.0,0.0,0.083898276,0.08905155,0.008175182,0.047653113,0.037900876,0.008615061,0.0,0.0,0.0003082043,0.00031079387,0.02379243,0.0010622558,0.0,0.12351153,0.0064151,0.0018753848,0.0,0.013491202,0.033884477,0.5200546
2019-01-01 06:00:00,0.0,0.0,0.0,0.0828745,0.08686637,0.007103402,0.04861145,0.0376273,0.008455678,0.0,0.0,0.0003047394,0.0005746514,0.023438338,0.001250035,0.0,0.12367187,0.006301381,0.0018417122,4.3103167e-08,0.013161424,0.035259034,0.52265805
2019-01-01 07:00:00,0.0,0.0,0.0,0.082028255,0.08350797,0.0074459244,0.048520666,0.038500346,0.008318018,0.0,0.0,0.0002993989,0.0005808865,0.02312065,0.0014043396,0.0,0.12147982,0.0061971834,0.0018135407,0.0014283628,0.012790198,0.037410606,0.5251539
2019-01-01 08:00:00,0.0,0.0,0.0,0.081101015,0.0827887,0.008183229,0.048122004,0.04438489,0.00822426,0.0,0.0,0.00029662892,0.00057238503,0.02292841,0.0019562051,0.0,0.11742262,0.006131646,0.0017944726,0.009789635,0.012851049,0.03486941,0.5185835
2019-01-01 09:00:00,0.0,0.0,0.0,0.07957618,0.08102425,0.007553709,0.047208477,0.04414365,0.008022542,0.0,0.0,0.00028490124,0.00080890505,0.022331208,0.0027770197,0.0,0.10870585,0.0059720394,0.0017487804,0.022405162,0.012495913,0.03534167,0.5195998
