,GWP,CED renewable,CED non-renewable,ES2013
Geothermal_IT,0.06729999929666519,0.08672724664211273,0.9961733818054199,104.42919158935547
Hydro_Pumped_Storage_IT,0.6399999856948853,2.284618377685547,9.631779670715332,553.957275390625
Hydro_Run-of-river_and_poundage_IT,0.003843999933451414,3.793043375015259,0.04333524778485298,11.914536476135254
Hydro_Water_Reservoir_IT,0.005993000231683254,3.7941412925720215,0.058195799589157104,29.2706356048584
Marine_IT,0.0,0.0,0.0,0.0
Nuclear_IT,0.0,0.0,0.0,0.0
Other_fossil_IT,2.0829999446868896,0.22238461673259735,19.09918785095215,1486.7508544921875
Other_renewable_IT,0.0,0.0,0.0,0.0
Solar_IT,0.07370317727327347,4.015583515167236,1.0028133392333984,142.81674194335938
Waste_IT,0.0,0.0,0.0,0.0
Wind_Offshore_IT,0.0,0.0,0.0,0.0
Wind_Onshore_IT,0.017627069726586342,3.8875114917755127,0.25373443961143494,47.0727653503418
Biomass_DE,0.22279873490333557,2.701432704925537,0.5033802390098572,717.6648559570312
Fossil_Brown_coal/Lignite_DE,1.2221908569335938,0.046850837767124176,12.795927047729492,700.2338256835938
Fossil_Coal-derived_gas_DE,0.9689000248908997,0.26206740736961365,21.60622787475586,2160.509521484375
Fossil_Gas_DE,0.5414842963218689,0.00973573885858059,10.125335693359375,339.0704345703125
Fossil_Hard_coal_DE,1.064087986946106,0.13645416498184204,12.686748504638672,628.9632568359375
Fossil_Oil_DE,0.8067869544029236,0.042595911771059036,12.529064178466797,658.606689453125
Fossil_Oil_shale_DE,0.0,0.0,0.0,0.0
Fossil_Peat_DE,0.0,0.0,0.0,0.0
Geothermal_DE,0.06729999929666519,0.08672724664211273,0.9961733818054199,104.42919158935547
Hydro_Pumped_Storage_DE,0.888700008392334,1.3958661556243896,14.048349380493164,728.0725708007812
Hydro_Run-of-river_and_poundage_DE,0.003843999933451414,3.793043375015259,0.04333524778485298,11.914536476135254
Hydro_Water_Reservoir_DE,0.05039000138640404,3.7941412925720215,0.058195799589157104,45.9732551574707
Marine_DE,0.0,0.0,0.0,0.0
Nuclear_DE,0.006407975219190121,0.018855592235922813,12.362933158874512,316.64434814453125
Other_fossil_DE,1.843999981880188,0.2223850041627884,19.09918975830078,1486.0560302734375
Other_renewable_DE,0.14800000190734863,4.122755527496338,1.8555277585983276,252.07203674316406
Solar_DE,0.1005878672003746,4.071964740753174,1.369775652885437,193.89122009277344
Waste_DE,0.0,0.0,0.0,0.0
Wind_Offshore_DE,0.014670000411570072,3.884735584259033,0.19018350541591644,37.24181365966797
Wind_Onshore_DE,0.018031766638159752,3.887523651123047,0.2623822093009949,48.01423645019531
Biomass_CZ,0.07909490168094635,14.809621810913086,0.5638328194618225,409.7814636230469
Fossil_Brown_coal/Lignite_CZ,1.5804210901260376,0.0519753023982048,13.253253936767578,1010.0911865234375
Fossil_Coal-derived_gas_CZ,1.246000051498413,0.33701011538505554,27.784900665283203,2780.0
Fossil_Gas_CZ,0.7804647088050842,0.013613690622150898,13.477014541625977,480.65118408203125
Fossil_Hard_coal_CZ,1.480706810951233,0.1823107898235321,15.694010734558105,1020.7146606445312
Fossil_Oil_CZ,1.3824363946914673,0.07221810519695282,21.252614974975586,1291.9501953125
Fossil_Oil_shale_CZ,0.0,0.0,0.0,0.0
Fossil_Peat_CZ,0.0,0.0,0.0,0.0
Geothermal_CZ,0.06729999929666519,0.0,0.0,0.0
Hydro_Pumped_Storage_CZ,1.2960000038146973,0.8135960102081299,17.32913589477539,918.7279052734375
Hydro_Run-of-river_and_poundage_CZ,0.003843999933451414,3.793043375015259,0.04333524778485298,11.914536476135254
Hydro_Water_Reservoir_CZ,0.05039000138640404,3.7941412925720215,0.058195799589157104,38.37561798095703
Marine_CZ,0.0,0.0,0.0,0.0
Nuclear_CZ,0.006430000066757202,0.019730864092707634,13.4007568359375,313.43634033203125
Other_fossil_CZ,2.0395634174346924,0.22238461673259735,19.09918785095215,1486.7508544921875
Other_renewable_CZ,0.14800000190734863,4.122755527496338,1.8555277585983276,252.07203674316406
Solar_CZ,0.10939999669790268,4.086397171020508,1.4901325702667236,209.5
Waste_CZ,0.0,0.0,0.0,0.0
Wind_Offshore_CZ,0.0,0.0,0.0,0.0
Wind_Onshore_CZ,0.017116285860538483,3.887033462524414,0.25693827867507935,44.09428405761719
Biomass_PT,0.048716600984334946,16.80533790588379,0.5737795829772949,358.5608215332031
Fossil_Brown_coal/Lignite_PT,0.0,0.0,0.0,0.0
Fossil_Coal-derived_gas_PT,0.0,0.0,0.0,0.0
Fossil_Gas_PT,0.4414096474647522,0.007897286675870419,8.218445777893066,275.42364501953125
Fossil_Hard_coal_PT,1.1374152898788452,0.1229213997721672,10.540485382080078,851.6900634765625
Fossil_Oil_PT,0.7925810217857361,0.041837263852357864,12.126545906066895,986.528564453125
Fossil_Oil_shale_PT,0.0,0.0,0.0,0.0
Fossil_Peat_PT,0.0,0.0,0.0,0.0
Geothermal_PT,0.08136676996946335,7.231307506561279,0.9960433840751648,104.41539764404297
Hydro_Pumped_Storage_PT,0.5880099534988403,4.033352851867676,6.241118431091309,491.09490966796875
Hydro_Run-of-river_and_poundage_PT,0.004365980625152588,3.793076753616333,0.0433325432240963,11.914127349853516
Hydro_Water_Reservoir_PT,0.051217254251241684,3.7941946983337402,0.0581897608935833,36.913902282714844
Marine_PT,0.0,0.0,0.0,0.0
Nuclear_PT,0.0,0.0,0.0,0.0
Other_fossil_PT,2.0395634174346924,0.22238461673259735,19.09918785095215,1486.7508544921875
Other_renewable_PT,0.0,0.0,0.0,0.0
Solar_PT,0.0696062371134758,3.991637945175171,0.8682734370231628,123.69425964355469
Waste_PT,0.0,0.0,0.0,0.0
Wind_Offshore_PT,0.015520675107836723,3.884860038757324,0.19017183780670166,37.239906311035156
Wind_Onshore_PT,0.013532768003642559,3.8820393085479736,0.183076411485672,32.38788986206055
Biomass_NL,0.052905451506376266,16.206754684448242,0.5707908868789673,373.80157470703125
Fossil_Brown_coal/Lignite_NL,0.0,0.0,0.0,0.0
Fossil_Coal-derived_gas_NL,0.0,0.0,0.0,0.0
Fossil_Gas_NL,0.45847567915916443,0.00014785326493438333,0.002842304762452841,118.7890853881836
Fossil_Hard_coal_NL,1.0209320783615112,0.13027559220790863,12.07205581665039,577.2213134765625
Fossil_Oil_NL,1.0754189491271973,0.0577629990875721,16.728919982910156,897.5681762695312
Fossil_Oil_shale_NL,0.0,0.0,0.0,0.0
Fossil_Peat_NL,0.0,0.0,0.0,0.0
Geothermal_NL,0.0,0.0,0.0,0.0
Hydro_Pumped_Storage_NL,0.0,0.0,0.0,0.0
Hydro_Run-of-river_and_poundage_NL,0.004366000182926655,3.793076992034912,0.04333300143480301,11.914130210876465
Hydro_Water_Reservoir_NL,0.0,0.0,0.0,0.0
Marine_NL,0.0,0.0,0.0,0.0
