,Residual_Hydro_Water_Reservoir_FR,Residual_Hydro_Run-of-river_and_poundage_FR,Residual_Other_FR,Biomass_FR,Fossil_Brown_coal/Lignite_FR,Fossil_Coal-derived_gas_FR,Fossil_Gas_FR,Fossil_Hard_coal_FR,Fossil_Oil_FR,Fossil_Oil_shale_FR,Fossil_Peat_FR,Geothermal_FR,Hydro_Pumped_Storage_FR,Hydro_Run-of-river_and_poundage_FR,Hydro_Water_Reservoir_FR,Marine_FR,Nuclear_FR,Other_fossil_FR,Other_renewable_FR,Solar_FR,Waste_FR,Wind_Offshore_FR,Wind_Onshore_FR
2020-01-01 00:00:00,0.0,0.0,0.0,0.00046416295249182066,0.0,0.0,0.050148745447797044,0.0006925608460513566,0.0027468794878879616,0.0,0.0,0.0,0.0006358865563434085,0.0003579770639668264,0.00021484182708468997,0.0,0.004460789118837108,0.0,0.0,0.0,0.0,0.0,0.0006320553473187652
2020-01-01 01:00:00,0.0,0.0,0.0,0.0004753832949101124,0.0,0.0,0.039324586946952594,0.000711346414283606,0.0028213880200114463,0.0,0.0,0.0,0.0009377898729102592,0.00035979923461522265,0.00016510446473754961,0.0,0.004591328235682412,0.0,0.0,0.0,0.0,0.0,0.0006133897677638913
2020-01-01 02:00:00,0.0,0.0,0.0,0.0004906566408952475,0.0,0.0,0.027323182248458273,0.0007320911255732269,0.0028750594747035878,0.0,0.0,0.0,0.0012580945717358288,0.0003553345003919865,0.00012476796884146335,0.0,0.004726653314799424,0.0,0.0,0.0,0.0,0.0,0.0006505371314770965
2020-01-01 03:00:00,0.0,0.0,0.0,0.0004963290301373887,0.0,0.0,0.02714859693105449,0.000740554693532669,0.0028938283553554254,0.0,0.0,0.0,0.0015689822869609544,0.00034916158684571624,9.348917621345882e-05,0.0,0.0047514985393368485,0.0,0.0,0.0,0.0,0.0,0.0006328034551994373
2020-01-01 04:00:00,0.0,0.0,0.0,0.0004929504280408022,0.0,0.0,0.027146865860408837,0.0007376332386115869,0.0028824123327937535,0.0,0.0,0.0,0.0018579667824680968,0.0003443707229803051,9.118035800568507e-05,0.0,0.004748795372080528,0.0,0.0,0.0,0.0,0.0,0.0006068292735076863
2020-01-01 05:00:00,0.0,0.0,0.0,0.000493995501928186,0.0,0.0,0.02719324666127696,0.0007370729200258131,0.002880222804017952,0.0,0.0,0.0,0.0021515052805365195,0.0003361934003813901,9.556972397175332e-05,0.0,0.0047551702985208924,0.0,0.0,0.0,0.0,0.0,0.0005604059326128134
2020-01-01 06:00:00,0.0,0.0,0.0,0.0004933731456135814,0.0,0.0,0.028621615090015033,0.0007026832188926176,0.0028765941781649794,0.0,0.0,0.0,0.0024433729742714674,0.0003358983987397797,9.535251662768234e-05,0.0,0.004724926528957951,0.0,0.0,0.0,0.0,0.0,0.0005224025213891119
2020-01-01 07:00:00,0.0,0.0,0.0,0.0005001339167677621,0.0,0.0,0.0295781010161367,0.0007102711903030722,0.002907657271457281,0.0,0.0,0.0,0.0018093899405127135,0.000347256876848604,9.148969030396912e-05,0.0,0.004734380212189886,0.0,0.0,0.0002282669106030156,0.0,0.0,0.0004632768012315497
2020-01-01 08:00:00,0.0,0.0,0.0,0.0004931220148373606,0.0,0.0,0.03186920020355757,0.0007003131535384766,0.0028668917745550892,0.0,0.0,0.0,0.0021945004526829582,0.0003487300291512885,7.56388110131794e-05,0.0,0.004661985054180854,0.0,0.0,0.0008231006989605118,0.0,0.0,0.0004036453283961904
2020-01-01 09:00:00,0.0,0.0,0.0,0.00048634092723455014,0.0,0.0,0.03237999239442434,0.0007235725729195525,0.0028698801988058793,0.0,0.0,0.0,0.0017210438525412342,0.00034406087818719395,9.857682204405088e-05,0.0,0.004589019411065655,0.0,0.0,0.0018569512400687417,0.0,0.0,0.00038140946944899474
2020-01-01 10:00:00,0.0,0.0,0.0,0.00047527775476137956,0.0,0.0,0.032664462039776715,0.0007091448427322094,0.0028265114532546568,0.0,0.0,0.0,0.0017040949773380705,0.00033230900042395035,0.00010211323360821563,0.0,0.004501948907756617,0.0,0.0,0.002610547323773277,0.0,0.0,0.0003634400659735458
2020-01-01 11:00:00,0.0,0.0,0.0,0.00046571863156796796,0.0,0.0,0.032329685565381606,0.0007086384745450225,0.00276172665467067,0.0,0.0,0.0,0.0018651923816872364,0.0003266282756893124,0.0001333948087284339,0.0,0.00444080919191246,0.0,0.0,0.0029466802631336626,0.0,0.0,0.00030515144809250454
2020-01-01 12:00:00,0.0,0.0,0.0,0.0004639772637928095,0.0,0.0,0.03212155412828069,0.0006922837866225525,0.0027593066097077496,0.0,0.0,0.0,0.001774048321200932,0.00032906207882407935,0.0001586771928415926,0.0,0.004435024648792251,0.0,0.0,0.002856721779978828,0.0,0.0,0.00024687513789477695
2020-01-01 13:00:00,0.0,0.0,0.0,0.0004787802938356558,0.0,0.0,0.03449789495290278,0.0007327120509591748,0.0028555469029981433,0.0,0.0,0.0,0.0015307674196617812,0.00033709882655879654,0.00014122386439391942,0.0,0.0045706793051496055,0.0,0.0,0.0023547895299355034,0.0,0.0,0.00023198478944767435
2020-01-01 14:00:00,0.0,0.0,0.0,0.00048744978648368204,0.0,0.0,0.040008536911883254,0.0007273062934522783,0.0028988994131955562,0.0,0.0,0.0,0.0011348326062506956,0.0003479318657868254,0.0001878416049165098,0.0,0.004646605757564711,0.0,0.0,0.0013234027293947588,0.0,0.0,0.00023763268835456632
