,Residual_Hydro_Water_Reservoir_CH,Residual_Hydro_Run-of-river_and_poundage_CH,Residual_Other_CH,Biomass_CH,Fossil_Brown_coal/Lignite_CH,Fossil_Coal-derived_gas_CH,Fossil_Gas_CH,Fossil_Hard_coal_CH,Fossil_Oil_CH,Fossil_Oil_shale_CH,Fossil_Peat_CH,Geothermal_CH,Hydro_Pumped_Storage_CH,Hydro_Run-of-river_and_poundage_CH,Hydro_Water_Reservoir_CH,Marine_CH,Nuclear_CH,Other_fossil_CH,Other_renewable_CH,Solar_CH,Waste_CH,Wind_Offshore_CH,Wind_Onshore_CH
2021-01-01 00:00:00,3.2422044749047565e-07,5.780708479038044e-07,0.0,2.6961120407104e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027673995411611e-06,9.674439619869882e-08,2.502213142269834e-07,0.0,5.2809404132658604e-06,0.0,0.0,3.1361958576116745e-09,0.0,0.0,1.1277889778427553e-07
2021-01-01 01:00:00,3.179345361420048e-07,5.66863343469139e-07,0.0,2.6727935944376927e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3351246862720597e-06,9.55372839404814e-08,2.2073833770207528e-07,0.0,5.252795098935213e-06,0.0,0.0,2.9580246596611175e-09,0.0,0.0,8.493749785252546e-08
2021-01-01 02:00:00,3.4278726490039744e-07,6.111746695970487e-07,0.0,2.8282950389532404e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.832432748158185e-07,1.0249650001096585e-07,2.062547102255355e-07,0.0,5.587883512814405e-06,0.0,0.0,2.7805460802719946e-09,0.0,0.0,7.655027725705258e-08
2021-01-01 03:00:00,3.444019841128161e-07,6.140536431826885e-07,0.0,3.030031152901252e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.054648487299538e-07,1.0648299548745172e-07,1.8878191312616707e-07,0.0,5.9618294311949946e-06,0.0,0.0,3.0597735480767165e-09,0.0,0.0,4.385788867080737e-08
2021-01-01 04:00:00,3.281565009223272e-07,5.85088658662985e-07,0.0,2.9886732984755135e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27749307993589e-07,1.1127937960693456e-07,1.9855500788045334e-07,0.0,5.845543680500202e-06,0.0,0.0,3.3163364601989143e-09,0.0,0.0,4.027505243849294e-08
2021-01-01 05:00:00,3.247224408015125e-07,5.789658799759614e-07,0.0,2.8816296152563507e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.977444415635505e-07,1.1827698438494862e-07,2.472341814113746e-07,0.0,5.635064605030956e-06,0.0,0.0,3.0385955743975235e-09,0.0,0.0,3.4254736398855745e-08
2021-01-01 06:00:00,3.2456027330930983e-07,5.7867674244486e-07,0.0,2.792831286523143e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0616930491325876e-06,1.2285534226297657e-07,2.750510401431655e-07,0.0,5.404792142733464e-06,0.0,0.0,3.731456306197441e-09,0.0,0.0,4.637604923362768e-08
2021-01-01 07:00:00,3.393342729613453e-07,6.050181363078535e-07,0.0,2.800150352668138e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4088000882454236e-07,1.2072893005756002e-07,2.8015009954721835e-07,0.0,5.440725554657143e-06,0.0,0.0,5.084672486360452e-08,0.0,0.0,4.9117833001587856e-08
2021-01-01 08:00:00,3.3928089343237936e-07,6.049229629472315e-07,0.0,2.7512124694551695e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.813410635455041e-07,1.242669743266719e-07,2.293836605982041e-07,0.0,5.357686226857789e-06,0.0,0.0,9.064274720180101e-07,0.0,0.0,3.572468224360435e-08
2021-01-01 09:00:00,3.3395476317973225e-07,5.954267061410217e-07,0.0,2.6677667811598527e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.691524404517516e-07,1.1269081081333517e-07,2.405533100175415e-07,0.0,5.15832457150373e-06,0.0,0.0,2.3523848110474273e-06,0.0,0.0,2.276795655378458e-08
2021-01-01 10:00:00,3.1741290727536707e-07,5.659333020619349e-07,0.0,2.715566922207859e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.193339275193582e-07,1.1284292150421041e-07,2.5905168142731996e-07,0.0,5.272368323393397e-06,0.0,0.0,3.544396099917051e-06,0.0,0.0,1.6677962853412644e-08
2021-01-01 11:00:00,3.0149741033245733e-07,5.375566685589893e-07,0.0,2.685478362498892e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.223466484029908e-07,1.1381688121274996e-07,3.5469963157056616e-07,0.0,5.175424120874931e-06,0.0,0.0,3.836143843528825e-06,0.0,0.0,1.5430643275455634e-08
2021-01-01 12:00:00,2.8671748036879564e-07,5.112047012102806e-07,0.0,2.7011180821110244e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.657454978238053e-07,1.1520486073499626e-07,2.4221214733649496e-07,0.0,5.196931407709215e-06,0.0,0.0,3.320678098758894e-06,0.0,0.0,1.5551044188126913e-08
2021-01-01 13:00:00,3.070566677570704e-07,5.474685808952894e-07,0.0,2.8248996437234084e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.614045317668388e-07,1.191168763679729e-07,2.514264558917703e-07,0.0,5.4247614696265046e-06,0.0,0.0,2.7774486476370643e-06,0.0,0.0,2.15597571732835e-08
2021-01-01 14:00:00,3.3872620640420906e-07,6.039339802868917e-07,0.0,2.902574018610856e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.227154560261714e-06,1.2379036068845396e-07,3.095520035420565e-07,0.0,5.659877024929351e-06,0.0,0.0,1.5997657109448774e-06,0.0,0.0,2.2016179825286386e-08
2021-01-01 15:00:00,4.2999413116713824e-07,7.666606900379077e-07,0.0,2.933527162707089e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4477895978004994e-06,1.3250363626406669e-07,6.506524284875338e-07,0.0,5.754626059791317e-06,0.0,0.0,3.5512567868903316e-07,0.0,0.0,2.5364551990618146e-08
2021-01-01 16:00:00,5.122604744142402e-07,9.133379744685715e-07,0.0,2.3925380543009412e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375563995177739e-06,1.2594540987858475e-07,1.8702708607587915e-06,0.0,4.662273532448294e-06,0.0,0.0,3.9717933392756565e-09,0.0,0.0,2.086912236112207e-08
2021-01-01 17:00:00,4.971447614041455e-07,8.863873206648117e-07,0.0,2.2328011138575605e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239172972113271e-06,1.1792543331792434e-07,1.9976097285260797e-06,0.0,4.368527090713138e-06,0.0,0.0,2.360941677419195e-09,0.0,0.0,1.7339650082890098e-08
