,Residual_Hydro_Water_Reservoir_DE,Residual_Hydro_Run-of-river_and_poundage_DE,Residual_Other_DE,Biomass_DE,Fossil_Brown_coal/Lignite_DE,Fossil_Coal-derived_gas_DE,Fossil_Gas_DE,Fossil_Hard_coal_DE,Fossil_Oil_DE,Fossil_Oil_shale_DE,Fossil_Peat_DE,Geothermal_DE,Hydro_Pumped_Storage_DE,Hydro_Run-of-river_and_poundage_DE,Hydro_Water_Reservoir_DE,Marine_DE,Nuclear_DE,Other_fossil_DE,Other_renewable_DE,Solar_DE,Waste_DE,Wind_Offshore_DE,Wind_Onshore_DE
2020-01-01 00:00:00,0.0,0.0,0.0,0.022648207518575044,0.26894507763997105,0.0,0.07197592477931516,0.04539266578887528,0.008535770874762781,0.0,0.0,4.7424297246346046e-05,0.013446867178889795,0.00012542841042920624,0.00017817931518786172,0.0,0.001205307736332743,0.020417426546770336,0.0006031695114602268,0.0,0.0,0.00043289863251774936,0.0027052501699530713
2020-01-01 01:00:00,0.0,0.0,0.0,0.021700210847176434,0.2578044278606445,0.0,0.06666260832524162,0.04281379040178681,0.00818349917480413,0.0,0.0,4.5318767295791054e-05,0.045513767839098974,0.00011967722166961683,0.00011859871954647265,0.0,0.0011535709348649728,0.019287730819427248,0.0005782269382072513,0.0,0.0,0.0005907607516321724,0.0025431609329772723
2020-01-01 02:00:00,0.0,0.0,0.0,0.021402811911473574,0.25633714061474105,0.0,0.06601191623124944,0.04464734420197915,0.008068219414414051,0.0,0.0,4.418753291576928e-05,0.04659708864001145,0.00011742460442112576,0.0001786304205395857,0.0,0.0011369742921416254,0.019373691698346688,0.0005817989458018084,0.0,0.0,0.0007217643422496235,0.002394553358455975
2020-01-01 03:00:00,0.0,0.0,0.0,0.021386414597169213,0.25747704306930197,0.0,0.06477496572466745,0.0451514235115071,0.008059571280909677,0.0,0.0,4.431490750823867e-05,0.043046169935025684,0.00011688720692920777,3.9540342417445294e-05,0.0,0.0011358660468376361,0.01934476790699623,0.0005810386986979234,0.0,0.0,0.0008013807288171457,0.0024061510664772057
2020-01-01 04:00:00,0.0,0.0,0.0,0.021562840685302564,0.25657492906561885,0.0,0.06530125640338061,0.04682054138719687,0.008101980991995371,0.0,0.0,4.3758647723538024e-05,0.04302976250497539,0.00011751315868508032,3.270519958829567e-05,0.0,0.001141373773835824,0.01933830571922789,0.000583525555621596,0.0,0.0,0.0007588595562020145,0.002478252660727816
2020-01-01 05:00:00,0.0,0.0,0.0,0.02249923827192768,0.2633335458686647,0.0,0.06800425015826576,0.04928635705946819,0.008429779817272276,0.0,0.0,4.521996334742744e-05,0.027896351315431885,0.0001222446703033441,4.822668027733702e-05,0.0,0.0011884088964441118,0.0200796995098872,0.0006057963854844004,0.0,0.0,0.0007104650000974184,0.002571162774541686
2020-01-01 06:00:00,0.0,0.0,0.0,0.023270617195822917,0.2695152645863676,0.0,0.07204468783035081,0.05067473242289385,0.008641120939024676,0.0,0.0,4.616758504152919e-05,0.010005774646553774,0.00012592925275023198,3.7653093027152144e-05,0.0,0.0012207783852581369,0.020589061218263736,0.000621163643205319,5.907452201418952e-09,0.0,0.0008075373850905581,0.0024903238000251672
2020-01-01 07:00:00,0.0,0.0,0.0,0.023191818984754742,0.28004190498143616,0.0,0.07245962711172381,0.0510107237425332,0.008548044223136025,0.0,0.0,4.549298932052177e-05,0.00406099053647913,0.00012472814373172428,2.115691439474859e-05,0.0,0.0012072053123697466,0.020392677286573072,0.0006137723709479227,0.0008681540178917222,0.0,0.0008459411033867785,0.0023536041961564414
2020-01-01 08:00:00,0.0,0.0,0.0,0.02173851766353767,0.2670076527935691,0.0,0.0688250837377603,0.04822676044592891,0.00801224346825476,0.0,0.0,4.2204807196345854e-05,0.0034055124650539774,0.00011760362076124593,3.216350518877194e-05,0.0,0.0011326071337695032,0.019160184996413858,0.000576014973431718,0.00674920550778174,0.0,0.0008137216623107315,0.002213144259127683
2020-01-01 09:00:00,0.0,0.0,0.0,0.01984924061780656,0.2501633949633037,0.0,0.0631260481689224,0.04377545337879476,0.007346803945124387,0.0,0.0,3.83988090556793e-05,0.007833828464482778,0.00010818302799732533,5.848409048178509e-05,0.0,0.0010324658884693692,0.017588209332477168,0.0005283151287171656,0.013560452047372797,0.0,0.000811611307866731,0.001945128282907605
2020-01-01 10:00:00,0.0,0.0,0.0,0.018607754386896956,0.23536551293906835,0.0,0.05954609110334335,0.04107668537826295,0.00691799393899537,0.0,0.0,3.589894766395034e-05,0.010453017558529338,0.00010230177434776154,4.161721466670342e-05,0.0,0.0009439101777749082,0.016564872549836542,0.0004975644853099984,0.018341653387489953,0.0,0.0008258029562529732,0.0017487967616493477
2020-01-01 11:00:00,0.0,0.0,0.0,0.01797932801329676,0.23344727832974954,0.0,0.05765765898516966,0.04008707048079462,0.006760797821315959,0.0,0.0,3.45460755982664e-05,0.00922742688598157,0.00010074622215054507,3.536849785418458e-05,0.0,0.0009065780871454474,0.016186455457921294,0.0004861713704837681,0.02039447848164574,0.0,0.0009864035721844123,0.001541666200555077
2020-01-01 12:00:00,0.0,0.0,0.0,0.018379179049755067,0.22999451337960378,0.0,0.05820375357230414,0.04005237893957498,0.006846281349668325,0.0,0.0,3.4962938214416546e-05,0.008440798472697556,0.00010270123490623673,4.690679737592696e-05,0.0,0.0009461936938108394,0.016388268092494385,0.000492248298792077,0.018997606109574555,0.0,0.0010747691457165729,0.0015873608169584322
