,Residual_Hydro_Water_Reservoir_DE,Residual_Hydro_Run-of-river_and_poundage_DE,Residual_Other_DE,Biomass_DE,Fossil_Brown_coal/Lignite_DE,Fossil_Coal-derived_gas_DE,Fossil_Gas_DE,Fossil_Hard_coal_DE,Fossil_Oil_DE,Fossil_Oil_shale_DE,Fossil_Peat_DE,Geothermal_DE,Hydro_Pumped_Storage_DE,Hydro_Run-of-river_and_poundage_DE,Hydro_Water_Reservoir_DE,Marine_DE,Nuclear_DE,Other_fossil_DE,Other_renewable_DE,Solar_DE,Waste_DE,Wind_Offshore_DE,Wind_Onshore_DE
2018-01-01 00:00:00,0.0,0.0,0.0,0.005985213857479401,0.00025122309484820293,0.00015164642478153966,0.0001013752634038314,0.00027309701479386956,3.3266743246820605e-05,0.0,0.0,6.011279467171139e-07,0.00012287797967127569,5.021726719583142e-06,7.186375537926002e-08,0.0,2.3389790439583632e-05,0.00013464759482136984,9.908378856110396e-06,0.0,0.0,2.393991241395264e-05,0.0008064612312409979
2018-01-01 01:00:00,0.0,0.0,0.0,0.005952317217045571,0.000248574390941596,0.0001439009228495796,0.00010060510738966482,0.00028445273026189965,3.306908724615406e-05,0.0,0.0,6.006154250600353e-07,8.970024735330072e-05,4.982311288531279e-06,7.397458471961104e-08,0.0,2.2494680886188098e-05,0.0001333088640038235,9.814731449905074e-06,0.0,0.0,2.459788429190265e-05,0.0008176524252803803
2018-01-01 02:00:00,0.0,0.0,0.0,0.0058728687878058065,0.0002439638179884433,0.0001324586440363573,9.997235981543615e-05,0.0002801104428034479,3.257991300964159e-05,0.0,0.0,5.753920975062273e-07,1.3612870416485012e-05,4.886674797579151e-06,6.849517245880423e-08,0.0,2.3642315171098683e-05,0.0001303820150806034,9.683904420085663e-06,0.0,0.0,2.4602425339782427e-05,0.0008297010605977312
2018-01-01 03:00:00,0.0,0.0,0.0,0.005903919224326299,0.00024371798273862448,0.00013743765878159985,9.997783519592455e-05,0.0002802516136929771,3.268083381819606e-05,0.0,0.0,5.589681304412404e-07,1.2150056570565072e-05,4.878404369768657e-06,7.00299238404423e-08,0.0,2.2748947464299782e-05,0.00013067317163865125,9.70477678641117e-06,0.0,0.0,2.52330501627943e-05,0.000830905921704458
2018-01-01 04:00:00,0.0,0.0,0.0,0.005822098125619912,0.00024127751341659656,0.0001356856348778086,9.798894200877948e-05,0.0002774428456649775,3.227779679000526e-05,0.0,0.0,5.49226796595579e-07,1.2958371622978755e-05,4.795517015814879e-06,7.065051465082167e-08,0.0,2.310627658173282e-05,0.00012908823281306147,9.593574240038583e-06,0.0,0.0,2.5452717696089824e-05,0.0008341761624886839
2018-01-01 05:00:00,0.0,0.0,0.0,0.005938823445560306,0.0002425752914423316,0.00013204629235839577,9.571637684355784e-05,0.00028265875652351617,3.2775259177920455e-05,0.0,0.0,5.71615027587769e-07,1.2635844939006021e-05,4.847640553557164e-06,6.628091370566157e-08,0.0,2.3112911960355178e-05,0.00013087813002222556,9.723117530522485e-06,0.0,0.0,2.5900532582912463e-05,0.0008294575355173753
2018-01-01 06:00:00,0.0,0.0,0.0,0.006002314158733789,0.00024333650397469748,0.00011229446066738143,9.57489063459694e-05,0.00028558746312103286,3.332369505102269e-05,0.0,0.0,5.872446876515201e-07,1.1953825945780218e-05,4.87997407565445e-06,6.763223362497426e-08,0.0,2.2882377671197486e-05,0.00013305976993831302,9.885070602622704e-06,0.0,0.0,2.6249334971346707e-05,0.0008281454028445672
2018-01-01 07:00:00,0.0,0.0,0.0,0.006097783569516566,0.00024276435723043306,9.407958392271326e-05,9.5896276329501e-05,0.0002588303392984936,3.365601812897185e-05,0.0,0.0,5.893005572071632e-07,1.1934684129643594e-05,4.895559699490307e-06,6.766722182744003e-08,0.0,2.2969486454354852e-05,0.00013418039975160402,9.969091090812862e-06,3.565450530012391e-05,0.0,2.6506326641971385e-05,0.0008259911796594569
2018-01-01 08:00:00,0.0,0.0,0.0,0.005984391757992381,0.00023514813403663264,8.71770448675229e-05,9.92038589268641e-05,0.00025082090449931726,3.244992758646126e-05,0.0,0.0,5.574611262195512e-07,1.2137377586223026e-05,4.707236917615428e-06,6.662937634367438e-08,0.0,2.2342713967029202e-05,0.00012935265620756672,9.608340278007193e-06,0.0003101647694682188,0.0,2.5492327192388013e-05,0.0008071729048636292
2018-01-01 09:00:00,0.0,0.0,0.0,0.005652768712861535,0.00022191291147029895,8.147877186021265e-05,9.615278738050027e-05,0.00023982226137267683,3.0429233019248705e-05,0.0,0.0,5.194233506782285e-07,2.729418603897551e-05,4.4541149751784055e-06,6.308881339922272e-08,0.0,2.1880321315246624e-05,0.00012149409227094745,9.024598336559759e-06,0.0007513774083625906,0.0,2.3336501862885994e-05,0.0007816882482018405
2018-01-01 10:00:00,0.0,0.0,0.0,0.00542342753056572,0.00021373757239045882,7.73693009329381e-05,9.274770922340824e-05,0.00023316587292103094,2.9148848446795286e-05,0.0,0.0,4.975774360782287e-07,1.7420066888021163e-05,4.284245394461653e-06,6.392553214210178e-08,0.0,2.0860956766394616e-05,0.00011659295048161622,8.662048320513343e-06,0.0010715350548556267,0.0,2.2797745956738913e-05,0.0007630876344534882
2018-01-01 11:00:00,0.0,0.0,0.0,0.005368480847110447,0.0002046128921908985,7.829304916828628e-05,9.259578078769238e-05,0.00023605824193513532,2.896786278936273e-05,0.0,0.0,4.944296545024715e-07,9.80663209664385e-05,4.4949938677547005e-06,7.565084849719592e-08,0.0,2.205324239921017e-05,0.00011576568199132771,8.599337361914387e-06,0.001136538656266481,0.0,2.288045617882664e-05,0.0007412911254402676
2018-01-01 12:00:00,0.0,0.0,0.0,0.0055397415939993245,0.00021082081177280988,8.063400863333137e-05,9.624872013846656e-05,0.00024917252891981656,2.9956121558101444e-05,0.0,0.0,5.118667508621447e-07,3.063648280984683e-05,4.688009143922769e-06,7.23771711559498e-08,0.0,2.7896689609337257e-05,0.0001194938110623543,8.878953119427633e-06,0.0010404559675010745,0.0,2.3601998275232656e-05,0.000710285613020097
2018-01-01 13:00:00,0.0,0.0,0.0,0.005949201935750589,0.00022758284718042552,8.473202071426762e-05,0.0001039635599398399,0.0002685021421449822,3.222283665623455e-05,0.0,0.0,5.533360793384234e-07,3.4879686580490414e-05,5.029992952122659e-06,7.900603488936492e-08,0.0,3.473572928070561e-05,0.00012861535861593667,9.55544878205078e-06,0.0007935381902800974,0.0,2.535744778633813e-05,0.0006684888142648672
2018-01-01 14:00:00,0.0,0.0,0.0,0.006211121952037255,0.00025591731767844413,8.969993446356753e-05,0.00010841919543199622,0.0003083240727354172,3.339449560530759e-05,0.0,0.0,5.786666116274965e-07,0.00010375416869566385,5.197349557208261e-06,8.531008050938873e-08,0.0,3.942035284264547e-05,0.00013388180579971637,9.9358216200667e-06,0.00031644278817824555,0.0,3.395858736118133e-05,0.0006077607467928252
2018-01-01 15:00:00,0.0,0.0,0.0,0.0061664031191568085,0.00033480200645909317,9.63336186925311e-05,0.00011865837419511145,0.0003015721988689189,3.299230899822291e-05,0.0,0.0,5.874182990003501e-07,0.0002982408366989306,5.139220728201527e-06,9.168530731396615e-08,0.0,4.2077392168233404e-05,0.00013881237285647314,1.0298567563396717e-05,8.279023667149615e-06,0.0,3.176738282277826e-05,0.0005304808563876349
2018-01-01 16:00:00,0.0,0.0,0.0,0.005833102812914876,0.0003701106049793322,9.412767786606458e-05,0.00011612101307138407,0.000294082823331845,3.109523786219289e-05,0.0,0.0,5.625755474168995e-07,0.0007936523963441691,4.826442271290952e-06,5.7462717918744896e-08,0.0,4.104100554352546e-05,0.00013459617753710856,1.0233211019441199e-05,0.0,0.0,2.753264201818174e-05,0.0004703611442492435
2018-01-01 17:00:00,0.0,0.0,0.0,0.005828091067430627,0.0003877505267316845,8.535921844418823e-05,0.00011804445483314812,0.00030296545137804414,3.095903215081582e-05,0.0,0.0,5.614149343609745e-07,0.0009705826356538635,4.8060335437704676e-06,7.009261970324336e-08,0.0,4.1401212296056886e-05,0.00014031693154972796,1.0504254764429723e-05,0.0,0.0,2.420464932095457e-05,0.000455169006333819
2018-01-01 18:00:00,0.0,0.0,0.0,0.005870729470565603,0.0004071428230617928,8.603652429201716e-05,0.0001267522377682487,0.0002791856908146644,3.1156889449898206e-05,0.0,0.0,5.669130068778584e-07,0.0008690730416852133,4.833077801770698e-06,9.718315089668692e-08,0.0,4.1984406408478434e-05,0.00015334959223797022,1.211629301461174e-05,0.0,0.0,2.3223604383951585e-05,0.0004491844270988908
2018-01-01 19:00:00,0.0,0.0,0.0,0.005950663446702602,0.0004289876894632849,8.870261513580103e-05,0.000132872348690007,0.00032263151796466485,3.193868798174826e-05,0.0,0.0,5.889862934827868e-07,0.000779623520143639,4.934877526897526e-06,4.969342338174132e-08,0.0,4.290140715201282e-05,0.0001564365021104296,1.2444482299427714e-05,0.0,0.0,2.1810363569332395e-05,0.00043516748876026493
2018-01-01 20:00:00,0.0,0.0,0.0,0.0062172867301754555,0.00046517571378085177,9.319467811356111e-05,0.0001400922220079093,0.0003476222694570275,3.3560100489217144e-05,0.0,0.0,6.13781043080274e-07,0.0002926102466867007,5.180175250678866e-06,4.9758965973643e-08,0.0,4.5039407816783544e-05,0.00016410673005757184,1.3056125834940863e-05,0.0,0.0,2.0455586136365253e-05,0.00045049938716832787
2018-01-01 21:00:00,0.0,0.0,0.0,0.006226256870815952,0.0004863199880332473,9.119116266322859e-05,0.00014027617802305964,0.0003453768088435306,3.385405632092391e-05,0.0,0.0,4.946611354121346e-07,0.00015256045606081643,5.213031093927855e-06,5.170288929122238e-08,0.0,4.5386252845128666e-05,0.00016541842122801202,1.3160190779074068e-05,0.0,0.0,1.892121822663042e-05,0.00044492835092884716
