,Residual_Hydro_Water_Reservoir_IT,Residual_Hydro_Run-of-river_and_poundage_IT,Residual_Other_IT,Biomass_IT,Fossil_Brown_coal/Lignite_IT,Fossil_Coal-derived_gas_IT,Fossil_Gas_IT,Fossil_Hard_coal_IT,Fossil_Oil_IT,Fossil_Oil_shale_IT,Fossil_Peat_IT,Geothermal_IT,Hydro_Pumped_Storage_IT,Hydro_Run-of-river_and_poundage_IT,Hydro_Water_Reservoir_IT,Marine_IT,Nuclear_IT,Other_fossil_IT,Other_renewable_IT,Solar_IT,Waste_IT,Wind_Offshore_IT,Wind_Onshore_IT
2019-01-01 00:00:00,0.0,0.0,0.0,0.0022397285546933094,0.0,0.0008660520418877566,0.000746130355617709,0.0008872191332325992,3.710533467256939e-06,0.0,0.0,4.0628983702986714e-05,0.0,1.2870704268185743e-05,5.829554644160682e-07,0.0,0.0,0.0023432278429509627,0.0,0.0,0.0,0.0,0.0003405248003931846
2019-01-01 01:00:00,0.0,0.0,0.0,0.0023293628384942473,0.0,0.0009019879119674212,0.000725482611924122,0.000964988144718708,3.874496644028553e-06,0.0,0.0,4.242432049100619e-05,0.0,1.269193235075633e-05,6.884781462258943e-07,0.0,0.0,0.002262393400272045,0.0,0.0,0.0,0.0,0.0003554323362811008
2019-01-01 02:00:00,0.0,0.0,0.0,0.002534286778038144,0.0,0.0009747951501607308,0.000666182593973954,0.0008740842038186312,4.181830874814903e-06,0.0,0.0,4.5721479941375594e-05,0.0,1.2577653186226195e-05,5.709105021437889e-07,0.0,0.0,0.0020942359542840097,0.0,0.0,0.0,0.0,0.0003870203226868322
2019-01-01 03:00:00,0.0,0.0,0.0,0.002615481774844617,0.0,0.0009941673654354922,0.0006527269310773945,0.0008363184641168533,4.2649368770720955e-06,0.0,0.0,4.67688882142703e-05,0.0,1.2775641611871106e-05,5.730141086691726e-07,0.0,0.0,0.002069653893943788,0.0,0.0,0.0,0.0,0.00040271201320646175
2019-01-01 04:00:00,0.0,0.0,0.0,0.0025652522403888274,0.0,0.0009750746826199408,0.0006821712793114064,0.0008193000953108035,4.183030057502921e-06,0.0,0.0,4.587070589672874e-05,0.0,1.2615240402187386e-05,5.257508660372109e-07,0.0,0.0,0.002174289921269258,0.0,0.0,0.0,0.0,0.00037347494802923215
2019-01-01 05:00:00,0.0,0.0,0.0,0.00253714499155452,0.0,0.0009656368559725281,0.0006550295123327636,0.0008126896922417977,4.137196955846688e-06,0.0,0.0,4.536810450551067e-05,0.0,1.2090522860775878e-05,6.006784024990737e-07,0.0,0.0,0.002320306785937959,0.0,0.0,0.0,0.0,0.0003537866517461365
2019-01-01 06:00:00,0.0,0.0,0.0,0.0025366022078826067,0.0,0.0009679880455124454,0.0006436543252485935,0.0008138206800880495,4.152628677428507e-06,0.0,0.0,4.546976448228196e-05,0.0,1.3240392005923656e-05,4.904340546679682e-07,0.0,0.0,0.002093181727870491,0.0,3.7662655817155274e-05,0.0,0.0,0.0003309132078602238
2019-01-01 07:00:00,0.0,0.0,0.0,0.0024911665798594187,0.0,0.0009298689371130004,0.0005443848258584101,0.0007775733899546196,3.9839520541972225e-06,0.0,0.0,4.35579987297891e-05,0.0,1.5186457110273492e-05,1.1741241730540871e-06,0.0,0.0,0.0018576277728775833,0.0,0.0008639030536781262,0.0,0.0,0.00030252515374232345
2019-01-01 08:00:00,0.0,0.0,0.0,0.002269887964740002,0.0,0.0008560766353544892,0.000505225881333873,0.0007247748392287904,3.6725333567188683e-06,0.0,0.0,4.0212896397647205e-05,0.0,1.5140488202432284e-05,1.022656762788399e-06,0.0,0.0,0.001626911698039933,0.0,0.002149904928358243,0.0,0.0,0.00024217941592387016
2019-01-01 09:00:00,0.0,0.0,0.0,0.002178782986512362,0.0,0.0008153592815764576,0.00047777797357870325,0.000711111679779132,3.4978575931580235e-06,0.0,0.0,3.830026070425007e-05,9.125740177868363e-05,1.4406157783132318e-05,9.815962952398211e-07,0.0,0.0,0.0015059529778779386,0.0,0.003317336472987265,0.0,0.0,0.0002058028441262487
2019-01-01 10:00:00,0.0,0.0,0.0,0.002176577468014314,0.0,0.0008015204219549412,0.0004692493352239072,0.0006833943268435893,3.4608463463253307e-06,0.0,0.0,3.789500109463808e-05,0.00012959528419681225,1.2447409328138351e-05,9.487108369674384e-07,0.0,0.0,0.0015465654949294396,0.0,0.0037594827755086536,0.0,0.0,0.0002170462566421993
2019-01-01 11:00:00,0.0,0.0,0.0,0.0021428283287626866,0.0,0.0007826221145322699,0.0004908355568988041,0.0006714339514442059,3.374857625288216e-06,0.0,0.0,3.67887304058583e-05,0.00012637533981749662,1.2364315584579992e-05,5.448447201603413e-07,0.0,0.0,0.0016949335080201798,0.0,0.0037933779887449597,0.0,0.0,0.00023691555669609645
2019-01-01 12:00:00,0.0,0.0,0.0,0.0022687696186593346,0.0,0.0008233425729434485,0.0005454521098305194,0.0007041361978978334,3.559700157784906e-06,0.0,0.0,3.874575047741412e-05,0.00010816721851972893,1.2477635690013464e-05,6.865377816807388e-07,0.0,0.0,0.0017259682931345297,0.0,0.0036137226585068916,0.0,0.0,0.00022215434302809677
2019-01-01 13:00:00,0.0,0.0,0.0,0.002316756124835136,0.0,0.0008497401529807541,0.0005400653112867739,0.0007695496182451659,3.6979043049731783e-06,0.0,0.0,4.012971208197967e-05,9.193645142776825e-05,1.2398833659891816e-05,6.010048124257129e-07,0.0,0.0,0.0016872425445893112,0.0,0.0026121910600521558,0.0,0.0,0.0002143046947004332
2019-01-01 14:00:00,0.0,0.0,0.0,0.002319683605213473,0.0,0.0008421059758011675,0.0005765024988861411,0.000742360946996296,3.674313073768945e-06,0.0,0.0,3.9933480352060705e-05,0.00019228596719841117,1.285699655916052e-05,8.280766055133711e-07,0.0,0.0,0.0019421336403138085,0.0,0.0013541876185135901,0.0,0.0,0.00021923351664298108
2019-01-01 15:00:00,0.0,0.0,0.0,0.002146981058944674,0.0,0.0007899633686364647,0.0006999253232001255,0.0006991548220832223,8.18615523389782e-06,0.0,0.0,3.751690654037125e-05,0.00012272171078530803,1.8220849552184482e-05,1.5722785156088528e-06,0.0,0.0,0.0020084305298876588,0.0,0.0001598578789130661,0.0,0.0,0.00021560595015759554
2019-01-01 16:00:00,0.0,0.0,0.0,0.0019332411781780765,0.0,0.0007064283928223401,0.0007198429022316318,0.0006183386758612052,2.2200944373743615e-05,0.0,0.0,3.343031770643598e-05,0.00045866997720753487,2.261803310060506e-05,2.946303150404667e-06,0.0,0.0,0.0018693819196011349,0.0,6.312023516498224e-07,0.0,0.0,0.00017000721341572868
2019-01-01 17:00:00,0.0,0.0,0.0,0.0018423542374761818,0.0,0.0006855012953379493,0.0007158621038148491,0.0005921969085195462,2.4533874665736314e-05,0.0,0.0,3.2076053745775465e-05,0.0005889381343980314,2.4576193270908114e-05,2.14247676973017e-06,0.0,0.0,0.0018056735766357362,0.0,0.0,0.0,0.0,0.00016157869603411408
2019-01-01 18:00:00,0.0,0.0,0.0,0.0018027415177789185,0.0,0.0006681425367202167,0.0007173750815756515,0.0005774131336798665,2.4098700533711577e-05,0.0,0.0,3.141346702525498e-05,0.000536540044750816,2.5250568920185028e-05,2.824672027162143e-06,0.0,0.0,0.0017742327970580193,0.0,0.0,0.0,0.0,0.0001621381172594964
2019-01-01 19:00:00,0.0,0.0,0.0,0.0018415320414268824,0.0,0.0006869455012392012,0.0007574193861906978,0.000606651702955859,2.461724476410677e-05,0.0,0.0,3.1993760359426596e-05,0.0005489872526183981,1.9203649959158555e-05,3.57337428069138e-06,0.0,0.0,0.001732565394039293,0.0,0.0,0.0,0.0,0.0001638773469525853
2019-01-01 20:00:00,0.0,0.0,0.0,0.001864899416502878,0.0,0.0007167523402372202,0.0008098230424525148,0.0006369469113776428,2.5619367524909604e-05,0.0,0.0,3.329616750397432e-05,0.0004051458903931933,1.632006007876282e-05,2.346647559105241e-06,0.0,0.0,0.0017974719876632506,0.0,0.0,0.0,0.0,0.00016127895282091708
2019-01-01 21:00:00,0.0,0.0,0.0,0.0019522219419462771,0.0,0.0007644571701119259,0.0008870932781055957,0.000660779750602423,2.73596804650869e-05,0.0,0.0,3.555796226175423e-05,1.5040577575337545e-06,1.5146427446823902e-05,1.6211481517350835e-06,0.0,0.0,0.0018475144412310805,0.0,0.0,0.0,0.0,0.00015756251322341587
2019-01-01 22:00:00,0.0,0.0,0.0,0.0022811538015252066,0.0,0.0008653862262380602,0.00087554813248085,0.0007436994997364514,3.06278867115133e-05,0.0,0.0,4.0348192822381096e-05,0.0,1.5033715578499543e-05,7.602490916503213e-07,0.0,0.0,0.0020047638158136464,0.0,0.0,0.0,0.0,0.0001581642287935163
2019-01-01 23:00:00,0.0,0.0,0.0,0.002613154201339187,0.0,0.0007331379263073805,0.0007765103181226788,0.0008429934579953156,3.467751569662939e-05,0.0,0.0,4.5546268212769866e-05,0.0,1.36240116902587e-05,5.556289699931164e-07,0.0,0.0,0.0023187679740429156,0.0,0.0,0.0,0.0,0.00016694623698795236
2019-01-02 00:00:00,0.0,0.0,0.0,0.0028016290305022526,0.0,0.0008186743876914955,0.0007161591505201863,0.0008871239396104649,3.766895684199948e-05,0.0,0.0,4.881003886250816e-05,0.0,1.3016425419880781e-05,4.824640906005764e-07,0.0,0.0,0.002287372027324946,0.0,0.0,0.0,0.0,0.00018294081746046082
2019-01-02 01:00:00,0.0,0.0,0.0,0.0028808171506922737,0.0,0.0008358694912748091,0.0006639634519939068,0.0008988944163736969,3.8436291492905784e-05,0.0,0.0,4.972965352847356e-05,0.0,1.2750313176534039e-05,4.873194670476639e-07,0.0,0.0,0.0022561679922530596,0.0,0.0,0.0,0.0,0.00019966376554502512
