,Residual_Hydro_Water_Reservoir_FR,Residual_Hydro_Run-of-river_and_poundage_FR,Residual_Other_FR,Biomass_FR,Fossil_Brown_coal/Lignite_FR,Fossil_Coal-derived_gas_FR,Fossil_Gas_FR,Fossil_Hard_coal_FR,Fossil_Oil_FR,Fossil_Oil_shale_FR,Fossil_Peat_FR,Geothermal_FR,Hydro_Pumped_Storage_FR,Hydro_Run-of-river_and_poundage_FR,Hydro_Water_Reservoir_FR,Marine_FR,Nuclear_FR,Other_fossil_FR,Other_renewable_FR,Solar_FR,Waste_FR,Wind_Offshore_FR,Wind_Onshore_FR
2016-01-01 00:00:00,0.0,0.0,0.0,0.0012370666199281234,0.0,0.0,9.599342450685222e-05,6.254632405048812e-05,4.7698444136896704e-05,0.0,0.0,0.0,2.9296286942755295e-05,7.130621853403244e-06,8.241270966882805e-07,0.0,0.00024715083795259725,0.0,0.0,0.0,0.0,0.0,3.366167082585483e-05
2016-01-01 01:00:00,0.0,0.0,0.0,0.001244153250891634,0.0,0.0,9.771119306311531e-05,6.38820927450695e-05,4.797168833060993e-05,0.0,0.0,0.0,3.823026270276779e-05,7.0371100704993795e-06,5.645128089954248e-07,0.0,0.0002484701368719856,0.0,0.0,0.0,0.0,0.0,2.7616623577467316e-05
2016-01-01 02:00:00,0.0,0.0,0.0,0.001280711126610171,0.0,0.0,9.98253858146777e-05,6.488282721826378e-05,4.9381275950737914e-05,0.0,0.0,0.0,4.8377347020850906e-05,7.4974515316945546e-06,3.074604797012038e-07,0.0,0.0002475762988201148,0.0,0.0,0.0,0.0,0.0,2.413406808735276e-05
2016-01-01 03:00:00,0.0,0.0,0.0,0.001287984389955382,0.0,0.0,0.00010119528582653712,7.213008378952704e-05,4.947525743512894e-05,0.0,0.0,0.0,5.795614010042851e-05,7.785237771653435e-06,6.053454871397298e-07,0.0,0.00024748620019398194,0.0,0.0,0.0,0.0,0.0,2.0694260393892896e-05
2016-01-01 04:00:00,0.0,0.0,0.0,0.00129727171176467,0.0,0.0,0.0001009288217635736,6.199967093369162e-05,4.96388633726164e-05,0.0,0.0,0.0,6.755073413748574e-05,7.80035146804296e-06,3.7207972677298887e-07,0.0,0.0002489964967665283,0.0,0.0,0.0,0.0,0.0,1.8558987269500213e-05
2016-01-01 05:00:00,0.0,0.0,0.0,0.0012677165910784213,0.0,0.0,0.00010093959696169227,7.071436096179518e-05,4.929035143040802e-05,0.0,0.0,0.0,7.618872638416536e-05,7.687391864996492e-06,1.8628607086490277e-07,0.0,0.00024931233072598383,0.0,0.0,0.0,0.0,0.0,1.7625692726228025e-05
2016-01-01 06:00:00,0.0,0.0,0.0,0.0012567345726080432,0.0,0.0,0.00010487791259110869,8.213641069773746e-05,4.9068944796770785e-05,0.0,0.0,0.0,8.524953260611158e-05,7.551898049682494e-06,2.9632648269048935e-07,0.0,0.000247013219989416,0.0,0.0,0.0,0.0,0.0,2.012290023216261e-05
2016-01-01 07:00:00,0.0,0.0,0.0,0.0012597519138397729,0.0,0.0,0.00010503963246203201,8.668424480147423e-05,4.91867562691054e-05,0.0,0.0,0.0,0.0001382037884565504,7.957713146292875e-06,4.1523105270692845e-07,0.0,0.0002412929955734942,0.0,0.0,1.5837426531827915e-05,0.0,0.0,2.3590063899555873e-05
2016-01-01 08:00:00,0.0,0.0,0.0,0.0012119293221516507,0.0,0.0,0.0001003588020876183,8.310398739433789e-05,4.7319532940703455e-05,0.0,0.0,0.0,0.00014149658302310762,7.983721272098667e-06,8.408279602879899e-07,0.0,0.00023910459533282936,0.0,0.0,5.424089882309815e-05,0.0,0.0,2.9021150847014434e-05
2016-01-01 09:00:00,0.0,0.0,0.0,0.0011889934615871302,0.0,0.0,9.892714376049924e-05,8.098890133135358e-05,4.660535072497502e-05,0.0,0.0,0.0,0.00010456702991812076,7.92616905027505e-06,7.823484232829001e-07,0.0,0.00023839235353637712,0.0,0.0,0.00013139169883297577,0.0,0.0,3.484963401771032e-05
